"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"32","CIV",343097.24,0,265678.2,0.9,265678.2,0,0,0,0,5941.87,4614.45,6376276.8,3653750.34,2015,0,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",335732.86,0,258387.3,0.9,258387.3,0,0,0,0,5724.94,4243.06,6201295.2,3388233.02,2015,0,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1141146.01,0,854897.4,0.9,854897.4,0,0,0,0,21270.76,17036.8,11968563.6,18864278,2015,0,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",63766.52,0,51534.9,0.9,51534.9,0,0,0,0,989.92,689.37,1236837.6,366755.76,2015,0,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",419974.25,0.07,369492.3,0.9,369492.3,454.44,312.19,1205858.65,416960.92,5842.81,4013.94,15503896.91,5360926.05,2015,788897.73,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",9967.83,0,8068.5,0.9,8068.5,0,0,0,0,322.76,248.97,112959,191790.59,2015,0,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",5381.13,0,4704.3,0.9,4704.3,0,0,0,0,72.88,65.23,197392.43,40779.2,2015,0,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",35526.85,0,31549.5,0.9,31549.5,0,0,0,0,286.42,257.82,1323817.02,263861.35,2015,0,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",6180.63,0,5529.6,0.9,5529.6,0,0,0,0,29.21,36.76,1575936,23369.4,2015,0,"Cyprus","Europe & Central Asia","High income"
"41","CZE",46626.32,0,41761.8,0.9,41761.8,0,0,0,0,355.7,216.05,11902113,516724.71,2015,0,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",370420.78,0.33,331715.7,0.9,331715.7,797.8,402.91,34664290.65,1169251.09,2175.81,1098.85,94538974.5,3188866.62,2015,33495039.56,"Germany","Europe & Central Asia","High income"
"43","DJI",9321.21,0,7435.8,0.9,7435.8,0,0,0,0,93.16,74.49,178459.2,57862.87,2015,0,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",32073.19,0.55,28713.6,0.9,28713.6,149.47,70.02,5000952,212066.14,244.58,114.57,8183376,347017.32,2015,4788885.86,"Denmark","Europe & Central Asia","High income"
"45","DOM",99435.68,0,86341.5,0.9,86341.5,0,0,0,0,1792.79,1465.25,3622889.34,1574128.49,2015,0,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",288279.74,0,249416.1,0.9,249416.1,0,0,0,0,2120.7,1389.88,10465499.56,1211833.1,2015,0,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",155749.9,0.99,149721.66,0.9,149721.66,3046.52,2143.58,6282320.85,1880059.85,3046.52,2143.58,6282320.85,1880059.85,2015,4402261,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",876766.96,0,759708,0.9,759708,0,0,0,0,2646.58,1995.83,31877347.68,3311515.19,2015,0,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",213249.86,0.82,190983.6,0.9,190983.6,875.41,437.87,49592074.8,1186809.29,960.81,480.59,54430326,1302595.56,2015,48405265.51,"Spain","Europe & Central Asia","High income"
"50","EST",6243.11,0,5571,0.9,5571,0,0,0,0,92.59,32.53,1587735,80690.31,2015,0,"Estonia","Europe & Central Asia","High income"
"51","ETH",1473617.71,0,1168098.3,0.9,1168098.3,0,0,0,0,20605.99,16639.52,16353376.2,23002996.37,2015,0,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",28420.47,0.55,25476.3,0.9,25476.3,65.55,28.84,4437122.25,95873.28,107.27,47.2,7260745.5,156883.55,2015,4341248.97,"Finland","Europe & Central Asia","High income"
"53","FJI",7536.24,0.67,6600.6,0.9,6600.6,134.47,109.85,206182.21,111330.84,180.64,147.56,276961.18,149548.89,2015,94851.37,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",389660.88,0.2,348957.9,0.9,348957.9,539.55,257.05,22100667,747974.36,2427.97,1156.72,99453001.5,3365884.62,2015,21352692.64,"France","Europe & Central Asia","High income"
"55","FSM",1196.74,0,1024.2,0.9,1024.2,0,0,0,0,24.52,18.9,42975.43,17175.45,2015,0,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",21009.99,0,17271,0.9,17271,0,0,0,0,443.66,271.72,724691.16,196783.42,2015,0,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",341164.53,0.84,305171.1,0.9,305171.1,1922.92,714.77,81175512.6,2809711.92,2060.27,765.83,86973763.5,3010405.63,2015,78365800.68,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",20871.54,0,18272.7,0.9,18272.7,0,0,0,0,182.08,120.63,438544.8,130465.14,2015,0,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",344748.83,0,278314.2,0.9,278314.2,0,0,0,0,6995.36,5115.95,6679540.8,11714280.73,2015,0,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",180803.7,0,136493.1,0.9,136493.1,0,0,0,0,5029.9,4033.23,1910903.4,4065651.75,2015,0,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",28619.26,0,22914.9,0.9,22914.9,0,0,0,0,945.97,848.68,320808.6,1096507.59,2015,0,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",24827.82,0,18830.7,0.9,18830.7,0,0,0,0,547,444.97,263629.8,363922.22,2015,0,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",13622.6,0,10431,0.9,10431,0,0,0,0,231.15,152.16,2972835,107352.87,2015,0,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",51794.57,0,46365.3,0.9,46365.3,0,0,0,0,389.44,183.24,13214110.5,492989.06,2015,0,"Greece","Europe & Central Asia","High income"
"65","GTM",202822.51,0,174314.7,0.9,174314.7,0,0,0,0,3659.95,2634.1,7314244.81,2440149,2015,0,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",8290.88,0.03,7141.5,0.9,7141.5,6.1,3.85,5713.2,5117.43,182.88,115.61,171396,153522.79,2015,595.77,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",107222.63,0,92536.2,0.9,92536.2,0,0,0,0,1511.49,1037.6,2220868.8,1452757.77,2015,0,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",18799,0,16791.3,0.9,16791.3,0,0,0,0,155.15,77.58,4785520.5,212740.22,2015,0,"Croatia","Europe & Central Asia","High income"
"69","HTI",130656.46,0,104775.3,0.9,104775.3,0,0,0,0,1417.39,1176.43,1466854.2,1231987.95,2015,0,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",47127.56,0.75,42052.5,0.9,42052.5,486.05,206.51,9987468.75,424573.01,583.26,247.82,11984962.5,509487.61,2015,9562895.74,"Hungary","Europe & Central Asia","High income"
"71","IDN",2393956,0,2058875.1,0.9,2058875.1,0,0,0,0,45074.98,32176.74,49413002.4,31035167.49,2015,0,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",13084955.98,0,10751292.9,0.9,10751292.9,0,0,0,0,187429.73,134952.91,258031029.6,120020975.72,2015,0,"India","South Asia","Lower middle income"
"73","IRL",29901.07,0.9,26747.1,0.9,26747.1,232.14,100.05,7622923.5,339885.38,232.14,100.05,7622923.5,339885.38,2015,7283038.12,"Ireland","Europe & Central Asia","High income"
"74","IRN",555902.14,0,485549.1,0.9,485549.1,0,0,0,0,1590.02,1328.04,20373640.24,2753094.75,2015,0,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",423154.64,0,364711.5,0.9,364711.5,0,0,0,0,752.52,582.17,15303294.54,339120.38,2015,0,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",2093.27,0.88,1877.4,0.9,1877.4,10.46,6.57,523168.8,16434.39,10.7,6.72,535059,16807.9,2015,506734.41,"Iceland","Europe & Central Asia","High income"
"77","ISR",64829.29,0.52,57973.5,0.9,57973.5,168.53,116.72,9546303,248762.08,291.69,202.01,16522447.5,430549.76,2015,9297540.92,"Israel","Middle East & North Africa","High income"
"78","ITA",274634.4,0.56,245949.3,0.9,245949.3,866.02,328.87,43615009.2,1219747.47,1391.81,528.54,70095550.5,1960308.44,2015,42395261.73,"Italy","Europe & Central Asia","High income"
"79","JAM",24478.01,0,21580.2,0.9,21580.2,0,0,0,0,428.07,312.9,905505.19,468162.12,2015,0,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",105453.59,0,92405.7,0.9,92405.7,0,0,0,0,332.3,265.84,3877343.17,323132.49,2015,0,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",551412.08,0.01,494178.3,0.9,494178.3,62.32,22.95,1564897.95,94366.56,5608.42,2065.24,140840815.5,8492990.81,2015,1470531.39,"Japan","East Asia & Pacific","High income"
"82","KAZ",109935.22,0,95678.1,0.9,95678.1,0,0,0,0,1278.24,669.91,4014653.08,1450514.19,2015,0,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",657926.23,0,539003.7,0.9,539003.7,0,0,0,0,13069.15,9226.71,7546051.8,11589763.36,2015,0,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",50566.49,0,43684.2,0.9,43684.2,0,0,0,0,613.62,427.91,611578.8,503114.6,2015,0,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",157892.96,0,130640.4,0.9,130640.4,0,0,0,0,1610.3,1149.56,1828965.6,1193343.06,2015,0,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1066.31,0,894.6,0.9,894.6,0,0,0,0,25.42,20.89,21470.4,17998.44,2015,0,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",232090.89,0,207540,0.9,207540,0,0,0,0,1609.67,874.31,59148900,1145566.75,2015,0,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",21663.6,0,19256.4,0.9,19256.4,0,0,0,0,53.24,39.34,5488074,33754,2015,0,"Kuwait","Middle East & North Africa","High income"
"89","LAO",77575.47,0,63542.7,0.9,63542.7,0,0,0,0,662.06,452.94,1525024.8,559506.61,2015,0,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",59808.65,0,52950.6,0.9,52950.6,0,0,0,0,229.15,164.5,2221807.18,223032.78,2015,0,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",64363.53,0,49572.9,0.9,49572.9,0,0,0,0,1731.17,1425.28,694020.6,1071255.44,2015,0,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",55873.75,0,49068.9,0.9,49068.9,0,0,0,0,386.53,299.89,2058931.04,236994.08,2015,0,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1332.02,0,1177.2,0.9,1177.2,0,0,0,0,24.78,19.72,49395.31,20609.5,2015,0,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",173386.55,0,153794.7,0.9,153794.7,0,0,0,0,1521.68,940.2,3691072.8,1128837.03,2015,0,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",25818.68,0,20419.2,0.9,20419.2,0,0,0,0,732.31,540.63,490060.8,595073.33,2015,0,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",13255.29,0,11817.9,0.9,11817.9,0,0,0,0,187.43,90.42,495879.08,155500.38,2015,0,"Lithuania","Europe & Central Asia","High income"
"97","LUX",3048.11,0.14,2727,0.9,2727,2.56,1.37,120897,3730.04,16.44,8.81,777195,23978.84,2015,117166.96,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",9287.8,0.25,8261.1,0.9,8261.1,32.8,17.78,96287.71,27228.52,118.09,64,346635.76,98022.66,2015,69059.19,"Latvia","Europe & Central Asia","High income"
"99","MAR",307631.18,0,265059.9,0.9,265059.9,0,0,0,0,2950.87,1862.14,11121913.4,1896725.4,2015,0,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",19614.59,0,17278.2,0.9,17278.2,0,0,0,0,206.63,126.38,414676.8,226724.18,2015,0,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",332000.94,0,272251.8,0.9,272251.8,0,0,0,0,9081.29,7028.19,3811525.2,7179513.37,2015,0,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",2519.37,0,2202.3,0.9,2202.3,0,0,0,0,50.79,34.62,92408.51,33261.78,2015,0,"Maldives","South Asia","Upper middle income"
"103","MEX",1138025.91,0.95,1057046,0.9,1057046,12390.87,7094.93,44353650.16,11677053.22,12390.87,7094.93,44353650.16,11677053.22,2015,32676596.94,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",618.18,0.23,529.05,0.9,529.05,3.57,2.88,5673.05,2463.27,13.98,11.27,22198.91,9638.9,2015,3209.78,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",12051.18,0.31,10706.4,0.9,10706.4,22.91,15.09,154738.41,15745.93,66.52,43.81,449240.54,45713.99,2015,138992.48,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",277948.88,0,202807.8,0.9,202807.8,0,0,0,0,4955.21,4051.81,2839309.2,3030274.82,2015,0,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",1938.94,0.88,1733.4,0.9,1733.4,6.99,5.3,483040.8,10556.22,7.15,5.42,494019,10796.13,2015,472484.58,"Malta","Middle East & North Africa","High income"
"108","MMR",564076.11,0,470484,0.9,470484,0,0,0,0,8767.11,6494.87,6586776,5563173.15,2015,0,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",3755.97,0,3339.9,0.9,3339.9,0,0,0,0,65.92,40,140142.2,44699.68,2015,0,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",22148.6,0,19025.1,0.9,19025.1,0,0,0,0,329.17,297.31,456602.4,307081.38,2015,0,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",421060.67,0,323902.8,0.9,323902.8,0,0,0,0,10953.93,9037.38,4534639.2,8998874.03,2015,0,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",51993.82,0,41760,0.9,41760,0,0,0,0,881.99,668,584640,463069.86,2015,0,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",9615.36,0,8520.3,0.9,8520.3,0,0,0,0,121.46,84.88,357511.79,73021.07,2015,0,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",250843.42,0,196192.8,0.9,196192.8,0,0,0,0,9195.14,7526.7,2746699.2,15021806.31,2015,0,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",259741.82,0.84,231435.9,0.9,231435.9,2313.69,1912.98,9063647.01,1644440.05,2478.95,2049.63,9711050.36,1761900.05,2015,7419206.96,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",26290.33,0,21988.8,0.9,21988.8,0,0,0,0,714.69,510.52,922650.05,618896.07,2015,0,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",317615.98,0,234867.6,0.9,234867.6,0,0,0,0,1723.99,1478.31,3288146.4,997684.97,2015,0,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",2707366.82,0,1977756.3,0.9,1977756.3,0,0,0,0,21711.93,16799.37,47466151.2,17677904.33,2015,0,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",62113.07,0,54187.2,0.9,54187.2,0,0,0,0,1168.5,795.26,1300492.8,898043.29,2015,0,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",99974.04,0.61,89468.1,0.9,89468.1,344.45,147.64,17282254.65,481535.29,508.21,217.83,25498408.5,710461.91,2015,16800719.36,"Netherlands","Europe & Central Asia","High income"
"121","NOR",29865.06,0.82,26758.8,0.9,26758.8,223.36,86.46,6948368.4,314177.34,245.15,94.9,7626258,344828.79,2015,6634191.06,"Norway","Europe & Central Asia","High income"
"122","NPL",340197.57,0,285174.9,0.9,285174.9,0,0,0,0,6003.9,4700.92,3992448.6,4418397.78,2015,0,"Nepal","South Asia","Lower middle income"
"123","NZL",28767.85,0.59,25717.5,0.9,25717.5,86.92,54.76,4804886.25,143358.95,132.59,83.54,7329487.5,218683.14,2015,4661527.3,"New Zealand","East Asia & Pacific","High income"
"124","OMN",24521.74,0,21680.1,0.9,21680.1,0,0,0,0,153.04,117.32,6178828.5,101263.15,2015,0,"Oman","Middle East & North Africa","High income"
"125","PAK",2371389.86,0,1907492.4,0.9,1907492.4,0,0,0,0,8870.51,6170.79,45779817.6,7080321.63,2015,0,"Pakistan","South Asia","Lower middle income"
"126","PAN",35326.74,0.58,30984.3,0.9,30984.3,272.9,195.04,837843.01,252618.2,423.47,302.64,1300101.23,391993.76,2015,585224.81,"Panama","Latin America & Caribbean","High income"
"127","PER",278368.03,0.52,242729.1,0.9,242729.1,3402.58,2441.07,5884616.42,2139864.34,5889.08,4224.93,10184913.04,3703611.36,2015,3744752.08,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1051918.28,0.24,913660.2,0.9,913660.2,3558.14,2546.42,10223248.53,2568518.13,13343.01,9549.09,38337181.99,9631942.98,2015,7654730.4,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",97568.89,0,81001.8,0.9,81001.8,0,0,0,0,1843.19,1394.5,1944043.2,1337559.71,2015,0,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",168156.23,0,150120.9,0.9,150120.9,0,0,0,0,1814.49,1124.29,42784456.5,1134601.61,2015,0,"Poland","Europe & Central Asia","High income"
"131","PRT",51878.04,0.88,46426.5,0.9,46426.5,450.61,225.46,12937518,646012.33,460.85,230.59,13231552.5,660694.42,2015,12291505.67,"Portugal","Europe & Central Asia","High income"
"132","PRY",66748.14,0.38,58121.1,0.9,58121.1,743.02,548.39,1029699.24,673822.76,1759.79,1298.81,2438761.36,1595896,2015,355876.48,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",53053.48,0,46430.1,0.9,46430.1,0,0,0,0,409.26,311.81,1948207,397975.12,2015,0,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",9711.8,0,8640,0.9,8640,0,0,0,0,33.42,36.91,2462400,22071.4,2015,0,"Qatar","Middle East & North Africa","High income"
"135","ROU",99501.25,0,87903,0.9,87903,0,0,0,0,1623.36,963.5,3688409.88,1148956.63,2015,0,"Romania","Europe & Central Asia","High income"
"136","RUS",701365.68,0,619966.8,0.9,619966.8,0,0,0,0,6505.14,3404.72,26013806.93,7059514.54,2015,0,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",156346.32,0.78,122911.2,0.9,122911.2,2648.89,2123.26,1491322.56,1878202.78,3056.41,2449.91,1720756.8,2167157.05,2015,-386880.22,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",245020.29,0,215864.1,0.9,215864.1,0,0,0,0,742.73,523.26,61521268.5,523485.15,2015,0,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",534668.28,0,432569.7,0.9,432569.7,0,0,0,0,3212.92,2498.52,10381672.8,7191626.42,2015,0,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",194796.24,0,157742.1,0.9,157742.1,0,0,0,0,5091.48,4022.11,3785810.4,2856243.79,2015,0,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",23527.09,0,21096,0.9,21096,0,0,0,0,189.72,140.82,6012360,292003.95,2015,0,"Singapore","East Asia & Pacific","High income"
"142","SLB",7121.91,0,6214.5,0.9,6214.5,0,0,0,0,159.72,114.63,149148,124171.94,2015,0,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",114463.85,0,80244,0.9,80244,0,0,0,0,1104.83,897.29,1123416,1006014.39,2015,0,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",61768.71,0,54113.4,0.9,54113.4,0,0,0,0,803.52,619.84,2270598.26,632973.95,2015,0,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",223084.32,0,166051.8,0.9,166051.8,0,0,0,0,2854.51,2408.4,2324725.2,1721469.62,2015,0,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",50116.88,0,44658,0.9,44658,0,0,0,0,676.38,389.76,1873849.68,495601.25,2015,0,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",2792.37,0,2342.7,0.9,2342.7,0,0,0,0,84.31,80.84,56224.8,72837.93,2015,0,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",5109.47,0.68,4455.9,0.9,4455.9,68.27,48.16,141265.89,82045.36,90.35,63.74,186969.56,108589.44,2015,59220.53,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",25494.54,0,22741.2,0.9,22741.2,0,0,0,0,328.82,165.09,6481242,197700.64,2015,0,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",8676.82,0.41,7771.5,0.9,7771.5,20.42,13.53,1008999.75,28919.14,44.81,29.7,2214877.5,63481.04,2015,980080.61,"Slovenia","Europe & Central Asia","High income"
"151","SWE",50846.78,0,45576,0.9,45576,0,0,0,0,379.45,162.9,12989160,554595.34,2015,0,"Sweden","Europe & Central Asia","High income"
"152","SWZ",15669.38,0,12363.3,0.9,12363.3,0,0,0,0,726.63,525.91,518764.07,564828.33,2015,0,"Eswatini","Sub-Saharan Africa","Lower middle income"
"153","TCD",233746.16,0,169577.1,0.9,169577.1,0,0,0,0,2003.57,1682.41,2374079.4,939352.26,2015,0,"Chad","Sub-Saharan Africa","Low income"
"154","TGO",103524.98,0,80973,0.9,80973,0,0,0,0,1278.65,1008.31,1133622,751897.76,2015,0,"Togo","Sub-Saharan Africa","Low income"
