"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"28","CAN",188738.39,0,168778.8,0.9,168778.8,0,0,0,0,848.57,483.54,48101958,1645549.77,2010,0,"Canada","North America","High income"
"29","CHE",40492.03,0.2,36236.7,0.9,36236.7,30.53,16.53,2294991,39494.29,137.39,74.37,10327459.5,177724.28,2010,2255496.71,"Switzerland","Europe & Central Asia","High income"
"30","CHL",131683.7,0,116962.2,0.9,116962.2,0,0,0,0,1418.83,971.34,4907733.91,1324810.86,2010,0,"Chile","Latin America & Caribbean","High income"
"31","CHN",8630645.39,0,7451839.8,0.9,7451839.8,0,0,0,0,62991.43,39806.02,312679198.01,45524511.38,2010,0,"China","East Asia & Pacific","Upper middle income"
"32","CIV",313976.91,0,238306.5,0.9,238306.5,0,0,0,0,5187.64,4018.99,5719356,3189962.57,2010,0,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",296788.53,0,222098.4,0.9,222098.4,0,0,0,0,4814.43,3558.87,5330361.6,2849361.21,2010,0,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",982340,0,710090.1,0.9,710090.1,0,0,0,0,17321.74,13845.3,9941261.4,15362032.32,2010,0,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",55448.19,0,44078.4,0.9,44078.4,0,0,0,0,821.61,569.24,1057881.6,304400.42,2010,0,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",432026.87,0,378803.7,0.9,378803.7,0,0,0,0,5907.64,4038.12,15894603.25,5420412.3,2010,0,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",9142.41,0,7350.3,0.9,7350.3,0,0,0,0,289.92,223.2,102904.2,172279.23,2010,0,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",5631.68,0,4857.3,0.9,4857.3,0,0,0,0,74.56,66.63,203812.31,41719.11,2010,0,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",39602.56,0,35116.2,0.9,35116.2,0,0,0,0,315.95,281.71,1473475.75,291066.33,2010,0,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",6837.11,0,6106.5,0.9,6106.5,0,0,0,0,32.01,39.67,1740352.5,25610.36,2010,0,"Cyprus","Europe & Central Asia","High income"
"41","CZE",42337.71,0,37849.5,0.9,37849.5,0,0,0,0,319.34,192.47,10787107.5,463904.57,2010,0,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",391816.81,0.27,350628.3,0.9,350628.3,684.95,342.87,29978719.65,1003856.43,2283.15,1142.9,99929065.5,3346188.1,2010,28974863.22,"Germany","Europe & Central Asia","High income"
"43","DJI",9430.14,0,7445.7,0.9,7445.7,0,0,0,0,91.49,73.01,178696.8,56824.89,2010,0,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",33592.83,0,30054.6,0.9,30054.6,0,0,0,0,253.83,117.49,8565561,360141.11,2010,0,"Denmark","Europe & Central Asia","High income"
"45","DOM",101912.53,0,87884.1,0.9,87884.1,0,0,0,0,1793.25,1461.32,3687616.84,1574527.98,2010,0,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",307700.97,0,264135.6,0.9,264135.6,0,0,0,0,2219.24,1451.9,11083129.78,1268140.56,2010,0,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",158464.77,0,137072.7,0.9,137072.7,0,0,0,0,2741.7,1920.18,5751570.49,1691948.87,2010,0,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",868302.51,0,744319.8,0.9,744319.8,0,0,0,0,2533.11,1900.58,31231658.81,3169530.56,2010,0,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",217342.68,0.59,194436,0.9,194436,636.11,315.97,36327126,862388.41,970.34,481.99,55414260,1315507.74,2010,35464737.59,"Spain","Europe & Central Asia","High income"
"50","EST",5605.63,0,4975.2,0.9,4975.2,0,0,0,0,82.03,28.62,1417932,71493.56,2010,0,"Estonia","Europe & Central Asia","High income"
"51","ETH",1403219.47,0,1066855.5,0.9,1066855.5,0,0,0,0,18436.82,14856.89,14935977,20581490,2010,0,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",28874.41,0,25860.6,0.9,25860.6,0,0,0,0,108.1,47.05,7370271,158091.57,2010,0,"Finland","Europe & Central Asia","High income"
"53","FJI",7755.42,0,6785.1,0.9,6785.1,0,0,0,0,180.67,146.67,284702.8,149576.63,2010,0,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",374347.75,0.25,335028.6,0.9,335028.6,640.96,304.02,26523097.5,888555.82,2307.45,1094.48,95483151,3198800.94,2010,25634541.68,"France","Europe & Central Asia","High income"
"55","FSM",1320.02,0,1123.2,0.9,1123.2,0,0,0,0,26.39,20.2,47129.47,18488.12,2010,0,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",19649.13,0,16002,0.9,16002,0,0,0,0,402.97,245.47,671443.92,178733,2010,0,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",362213.2,0.78,323810.1,0.9,323810.1,1884.17,693.36,79981094.7,2753091.5,2174.05,800.03,92285878.5,3176644.04,2010,77228003.2,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",23988.42,0,20810.7,0.9,20810.7,0,0,0,0,205.4,135.59,499456.8,147177.95,2010,0,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",326380.33,0,259780.5,0.9,259780.5,0,0,0,0,6297.65,4577.21,6234732,10545915.87,2010,0,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",170647.94,0,122924.7,0.9,122924.7,0,0,0,0,4406.46,3522.21,1720945.8,3561724.31,2010,0,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",26158.38,0,20442.6,0.9,20442.6,0,0,0,0,807.37,721.09,286196.4,935846,2010,0,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",22999.07,0,16965.9,0.9,16965.9,0,0,0,0,479.62,389.16,237522.6,319096.08,2010,0,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",11334.63,0,8505.9,0.9,8505.9,0,0,0,0,184.48,121.44,2424181.5,85677.89,2010,0,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",55155.44,0,49267.8,0.9,49267.8,0,0,0,0,409.02,190.98,14041323,517783.78,2010,0,"Greece","Europe & Central Asia","High income"
"65","GTM",191308.08,0,162550.8,0.9,162550.8,0,0,0,0,3353.84,2406.49,6820631.57,2236059.47,2010,0,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",9230.18,0,7908.3,0.9,7908.3,0,0,0,0,199.67,125.77,189799.2,167612.61,2010,0,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",107870.77,0,92394,0.9,92394,0,0,0,0,1490.68,1023.61,2217456,1432763.42,2010,0,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",24416.91,0,21791.7,0.9,21791.7,0,0,0,0,199.54,98.92,6210634.5,273606.95,2010,0,"Croatia","Europe & Central Asia","High income"
"69","HTI",128774.44,0,101667.6,0.9,101667.6,0,0,0,0,1330.72,1102.28,1423346.4,1156651.71,2010,0,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",48899.66,0,43540.2,0.9,43540.2,0,0,0,0,599.34,252.71,12408957,523533.89,2010,0,"Hungary","Europe & Central Asia","High income"
"71","IDN",2389600.87,0,2029474.8,0.9,2029474.8,0,0,0,0,43837.81,31165.2,48707395.2,30183347.15,2010,0,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",13129025.22,0,10554019.2,0.9,10554019.2,0,0,0,0,180370.03,129333.26,253296460.8,115500282.39,2010,0,"India","South Asia","Lower middle income"
"73","IRL",28010.28,0,25030.8,0.9,25030.8,0,0,0,0,215.88,92.17,7133778,316085.59,2010,0,"Ireland","Europe & Central Asia","High income"
"74","IRN",581459.37,0,502675.2,0.9,502675.2,0,0,0,0,1609.32,1338.68,21092251.39,2786512.8,2010,0,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",384552.95,0,330109.2,0.9,330109.2,0,0,0,0,672.86,519.58,13851382.03,303222.1,2010,0,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",2111.35,0,1891.8,0.9,1891.8,0,0,0,0,10.77,6.74,539163,16910.67,2010,0,"Iceland","Europe & Central Asia","High income"
"77","ISR",60353.17,0,53902.8,0.9,53902.8,0,0,0,0,268.8,184.59,15362298,396754.26,2010,0,"Israel","Middle East & North Africa","High income"
"78","ITA",266734.28,0.45,238522.5,0.9,238522.5,671.63,252.78,33989456.25,945960.89,1343.26,505.57,67978912.5,1891921.78,2010,33043495.36,"Italy","Europe & Central Asia","High income"
"79","JAM",28353.61,0,24936.3,0.9,24936.3,0,0,0,0,487.26,355.3,1046327.15,532895.41,2010,0,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",82035.39,0,71582.4,0.9,71582.4,0,0,0,0,252.98,201.63,3003597.5,245999.18,2010,0,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",584774.18,0,523657.8,0.9,523657.8,0,0,0,0,5912.75,2159.48,149242473,8953849.36,2010,0,"Japan","East Asia & Pacific","High income"
"82","KAZ",112702.42,0,96693.3,0.9,96693.3,0,0,0,0,1281.62,669.43,4057250.87,1454345.41,2010,0,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",598744.64,0,480293.1,0.9,480293.1,0,0,0,0,11443.95,8065.39,6724103.4,10148534.94,2010,0,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",53522.89,0,45656.1,0.9,45656.1,0,0,0,0,634.36,440.78,639185.4,520113.17,2010,0,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",175467.44,0,140007.6,0.9,140007.6,0,0,0,0,1695.93,1205.02,1960106.4,1256802.78,2010,0,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1337.35,0,1113.3,0.9,1113.3,0,0,0,0,31.07,25.42,26719.2,22002.02,2010,0,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",308460.53,0,275087.7,0.9,275087.7,0,0,0,0,2114.21,1134.57,78399994.5,1504641.66,2010,0,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",20867.05,0,18524.7,0.9,18524.7,0,0,0,0,50.91,37.54,5279539.5,32272.39,2010,0,"Kuwait","Middle East & North Africa","High income"
"89","LAO",84190.6,0,67312.8,0.9,67312.8,0,0,0,0,687.93,468.14,1615507.2,581375.28,2010,0,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",49792.67,0,43847.1,0.9,43847.1,0,0,0,0,187.31,133.98,1839824.32,182312.12,2010,0,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",58293.81,0,42039.9,0.9,42039.9,0,0,0,0,1430.95,1174.62,588558.6,885479.03,2010,0,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",56966.17,0,49766.4,0.9,49766.4,0,0,0,0,386.31,298.02,2088198.14,236864.37,2010,0,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1637.44,0,1446.3,0.9,1446.3,0,0,0,0,29.95,23.77,60686.75,24908.61,2010,0,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",162126.95,0,142967.7,0.9,142967.7,0,0,0,0,1398.06,861.02,3431224.8,1037130.52,2010,0,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",24672.86,0,19623.6,0.9,19623.6,0,0,0,0,679.43,499.6,470966.4,552103.12,2010,0,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",16774.3,0,14899.5,0.9,14899.5,0,0,0,0,234.5,112.68,625183.02,194552.56,2010,0,"Lithuania","Europe & Central Asia","High income"
"97","LUX",3047.74,0.16,2725.2,0.9,2725.2,2.89,1.54,138076.8,4216.98,16.26,8.67,776682,23720.5,2010,133859.82,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",8095.27,0,7151.4,0.9,7151.4,0,0,0,0,101.64,54.66,300072.74,84366.96,2010,0,"Latvia","Europe & Central Asia","High income"
"99","MAR",307367.82,0,261976.5,0.9,261976.5,0,0,0,0,2884.31,1818.05,10992533.94,1853942.85,2010,0,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",24347.72,0,21313.8,0.9,21313.8,0,0,0,0,253.31,153.82,511531.2,277945.79,2010,0,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",311569.59,0,247223.7,0.9,247223.7,0,0,0,0,8083.65,6240.41,3461131.8,6390800.05,2010,0,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",3107.79,0,2659.5,0.9,2659.5,0,0,0,0,61.03,41.55,111592.62,39974.05,2010,0,"Maldives","South Asia","Upper middle income"
"103","MEX",1127993.96,0,987653.7,0.9,987653.7,0,0,0,0,11414.57,6512.57,41441949.25,10756998.03,2010,0,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",681.86,0.46,580.19,0.9,580.19,7.67,6.14,12442.83,5285.61,15,12.02,24344.67,10341.41,2010,7157.22,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",13216.64,0.33,11697.3,0.9,11697.3,26.46,17.28,179966.86,18184.6,72.17,47.14,490818.71,49594.37,2010,161782.26,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",240043.18,0,166617,0.9,166617,0,0,0,0,3995.52,3262.83,2332638,2443394.4,2010,0,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",2293.07,0,2047.5,0.9,2047.5,0,0,0,0,8.4,6.3,583537.5,12686.84,2010,0,"Malta","Middle East & North Africa","High income"
"108","MMR",548138.77,0,451431.9,0.9,451431.9,0,0,0,0,8250.99,6083.49,6320046.6,5235669.58,2010,0,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",3946.66,0,3508.2,0.9,3508.2,0,0,0,0,69.02,41.39,147204.07,46805.8,2010,0,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",24279.67,0,20526.3,0.9,20526.3,0,0,0,0,349.84,311.6,492631.2,326365.39,2010,0,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",366903.04,0,269298.9,0.9,269298.9,0,0,0,0,8877.12,7304.31,3770184.6,7292731.56,2010,0,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",46246.29,0,36913.5,0.9,36913.5,0,0,0,0,767.31,579.7,516789,402859.17,2010,0,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",9763.45,0,8603.1,0.9,8603.1,0,0,0,0,120.71,83.69,360986.08,72571.16,2010,0,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",227575.83,0,170307.9,0.9,170307.9,0,0,0,0,7842.64,6406.24,2384310.6,12812265.39,2010,0,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",276863.58,0,246030.3,0.9,246030.3,0,0,0,0,2599.28,2132.6,10323431.39,1847421.14,2010,0,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",28025.07,0,23272.2,0.9,23272.2,0,0,0,0,732.81,519.85,976501.51,634586.95,2010,0,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",272385.33,0,188128.8,0.9,188128.8,0,0,0,0,1354.45,1159.47,2633803.2,783825.05,2010,0,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",2394957.4,0,1683665.1,0.9,1683665.1,0,0,0,0,17984.14,13866.95,40407962.4,14642730.96,2010,0,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",63909.27,0,55216.8,0.9,55216.8,0,0,0,0,1170.43,795.27,1325203.2,899529.14,2010,0,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",96237.09,0.52,86069.7,0.9,86069.7,280.34,118.72,14172810.6,391908.66,485.21,205.47,24529864.5,678303.45,2010,13780901.94,"Netherlands","Europe & Central Asia","High income"
"121","NOR",30924.4,0.57,27693.9,0.9,27693.9,159.74,60.86,4998748.95,224685.28,252.22,96.1,7892761.5,354766.24,2010,4774063.67,"Norway","Europe & Central Asia","High income"
"122","NPL",385155.55,0,314748.9,0.9,314748.9,0,0,0,0,6451.3,5030.71,4406484.6,4747651.17,2010,0,"Nepal","South Asia","Lower middle income"
"123","NZL",29017.87,0.46,25917.3,0.9,25917.3,67.66,42.21,3775286.7,111596.74,132.38,82.59,7386430.5,218341.44,2010,3663689.96,"New Zealand","East Asia & Pacific","High income"
"124","OMN",24803.46,0,21739.5,0.9,21739.5,0,0,0,0,151.76,116.01,6195757.5,100417.52,2010,0,"Oman","Middle East & North Africa","High income"
"125","PAK",2337765.87,0,1852102.8,0.9,1852102.8,0,0,0,0,8528.44,5923.24,44450467.2,6807287.59,2010,0,"Pakistan","South Asia","Lower middle income"
"126","PAN",34661.06,0.65,30328.2,0.9,30328.2,295.62,210.59,919079.25,273647.64,409.32,291.59,1272571.27,378896.73,2010,645431.61,"Panama","Latin America & Caribbean","High income"
"127","PER",295311.93,0,253836.9,0.9,253836.9,0,0,0,0,6066.34,4328.34,10650996.32,3815090,2010,0,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1046018.15,0,904588.2,0.9,904588.2,0,0,0,0,13030.36,9267.28,37956520.87,9406245.74,2010,0,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",90587.42,0,74786.4,0.9,74786.4,0,0,0,0,1664.67,1249.27,1794873.6,1208010.71,2010,0,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",198679.96,0,176824.8,0.9,176824.8,0,0,0,0,2117.74,1306.27,50395068,1324219.37,2010,0,"Poland","Europe & Central Asia","High income"
"131","PRT",55855.96,0.88,49871.7,0.9,49871.7,479.22,237.95,13897580.4,687024.81,490.11,243.36,14213434.5,702639.01,2010,13210555.59,"Portugal","Europe & Central Asia","High income"
"132","PRY",71529.44,0,62005.5,0.9,62005.5,0,0,0,0,1852.76,1359.89,2601750.78,1680214.8,2010,0,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",54275.95,0,47280.6,0.9,47280.6,0,0,0,0,407.76,309.67,1983893.98,396518.45,2010,0,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",6625.76,0,5881.5,0.9,5881.5,0,0,0,0,22.68,24.91,1676227.5,14975.31,2010,0,"Qatar","Middle East & North Africa","High income"
"135","ROU",109394.75,0,96205.5,0.9,96205.5,0,0,0,0,1765.33,1040.26,4036782.78,1249438.86,2010,0,"Romania","Europe & Central Asia","High income"
"136","RUS",618881.71,0,544154.4,0.9,544154.4,0,0,0,0,5670.21,2955.85,22832718.62,6153432.3,2010,0,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",149962.48,0,109917,0.9,109917,0,0,0,0,2681.08,2142.51,1538838,1901023.74,2010,0,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",257515.95,0,225432.9,0.9,225432.9,0,0,0,0,762.88,534.94,64248376.5,537686.59,2010,0,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",485669.04,0,385583.4,0.9,385583.4,0,0,0,0,2805.1,2175.5,9254001.6,6278776.93,2010,0,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",179343.36,0,140210.1,0.9,140210.1,0,0,0,0,4435.31,3493.95,3365042.4,2488142.17,2010,0,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",25065.2,0,22437.9,0.9,22437.9,0,0,0,0,199.07,147.13,6394801.5,306390.03,2010,0,"Singapore","East Asia & Pacific","High income"
"142","SLB",6373.86,0,5542.2,0.9,5542.2,0,0,0,0,140.04,100.13,133012.8,108872.71,2010,0,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",107206.35,0,71553.6,0.9,71553.6,0,0,0,0,955.91,774.87,1001750.4,870419.69,2010,0,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",73429.47,0,63917.1,0.9,63917.1,0,0,0,0,929.83,713.85,2681961.52,732470.06,2010,0,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",202229.91,0,147543.3,0.9,147543.3,0,0,0,0,2491.54,2099.81,2065606.2,1502569.59,2010,0,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",53539.8,0,47349,0.9,47349,0,0,0,0,711.88,407.53,1986764.04,521616.33,2010,0,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",2339.3,0,1915.2,0.9,1915.2,0,0,0,0,67.53,64.69,45964.8,58337.14,2010,0,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",5098.86,0,4420.8,0.9,4420.8,0,0,0,0,88.55,62.45,185496.77,106419.14,2010,0,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",27940.41,0,24876,0.9,24876,0,0,0,0,356.87,177.64,7089660,214561.29,2010,0,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",9006.14,0.45,8060.4,0.9,8060.4,23.08,15.12,1148607,32700.06,46.17,30.23,2297214,65400.11,2010,1115906.94,"Slovenia","Europe & Central Asia","High income"
"151","SWE",45287.66,0,40587.3,0.9,40587.3,0,0,0,0,335.52,141.97,11567380.5,490378.71,2010,0,"Sweden","Europe & Central Asia","High income"
"152","SWZ",15630.31,0,12398.4,0.9,12398.4,0,0,0,0,710.85,513.05,520236.86,552562.75,2010,0,"Eswatini","Sub-Saharan Africa","Lower middle income"
"153","TCD",199863.57,0,141922.8,0.9,141922.8,0,0,0,0,1640.49,1374.97,1986919.2,769125.46,2010,0,"Chad","Sub-Saharan Africa","Low income"
"154","TGO",89602.48,0,68752.8,0.9,68752.8,0,0,0,0,1051.57,825.73,962539.2,618365.04,2010,0,"Togo","Sub-Saharan Africa","Low income"
"155","THA",463943.4,0,406852.2,0.9,406852.2,0,0,0,0,7019.27,4591.17,17071518.31,4211634.88,2010,0,"Thailand","East Asia & Pacific","Upper middle income"
"156","TJK",95190.76,0,77544.9,0.9,77544.9,0,0,0,0,595.36,444.5,1085628.6,473697.51,2010,0,"Tajikistan","Europe & Central Asia","Lower middle income"
"157","TKM",48908.21,0,40699.8,0.9,40699.8,0,0,0,0,495.91,330.57,1707763.61,285665.91,2010,0,"Turkmenistan","Europe & Central Asia","Upper middle income"
"158","TLS",15672.55,0,12505.5,0.9,12505.5,0,0,0,0,163.75,123.45,300132,59342.23,2010,0,"Timor-Leste","East Asia & Pacific","Lower middle income"
"159","TON",1178.64,0,1035.9,0.9,1035.9,0,0,0,0,30.41,25.19,43466.36,21866.9,2010,0,"Tonga","East Asia & Pacific","Upper middle income"
