"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"42","DEU",368434.87,0.37,329956.2,0.9,329956.2,891.11,450.86,38659868.1,1306009.48,2167.56,1096.69,94037517,3176779.82,2016,37353858.62,"Germany","Europe & Central Asia","High income"
"43","DJI",9159.32,0,7324.2,0.9,7324.2,0,0,0,0,92.05,73.63,175780.8,57175.37,2016,0,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",32337.2,0.16,28953,0.9,28953,43.92,20.63,1466952,62317.34,247.06,116.02,8251605,350535.04,2016,1404634.66,"Denmark","Europe & Central Asia","High income"
"45","DOM",99084.17,0,86045.4,0.9,86045.4,0,0,0,0,1793.11,1466.39,3610464.98,1574409.3,2016,0,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",302989.08,0,262346.4,0.9,262346.4,0,0,0,0,2236.14,1466.08,11008054.94,1277801.7,2016,0,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",155817.62,0.95,143825.25,0.9,143825.25,2936.76,2068.29,6034907.49,1812324.77,2936.76,2068.29,6034907.49,1812324.77,2016,4222582.72,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",883924.93,0,766492.2,0.9,766492.2,0,0,0,0,2683.19,2025.56,32162012.71,3357322.23,2016,0,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",219418.13,0.78,196517.7,0.9,196517.7,858.27,429.92,48539871.9,1163569.99,990.31,496.06,56007544.5,1342580.76,2016,47376301.91,"Spain","Europe & Central Asia","High income"
"50","EST",6501.15,0,5802.3,0.9,5802.3,0,0,0,0,96.59,33.99,1653655.5,84182.13,2016,0,"Estonia","Europe & Central Asia","High income"
"51","ETH",1482200.55,0,1181052,0.9,1181052,0,0,0,0,20913.49,16895.11,16534728,23346266.92,2016,0,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",28769.97,0.64,25790.4,0.9,25790.4,77.34,34.11,5226854.4,113109.93,108.76,47.96,7350264,159060.84,2016,5113744.47,"Finland","Europe & Central Asia","High income"
"53","FJI",7724.47,0.53,6766.2,0.9,6766.2,109.67,89.71,167191.3,90798.12,186.24,152.33,283909.75,154185.49,2016,76393.18,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",389940.25,0.21,349225.2,0.9,349225.2,568.15,270.91,23223475.8,787618.67,2434.91,1161.06,99529182,3375508.57,2016,22435857.13,"France","Europe & Central Asia","High income"
"55","FSM",1194.84,0,1023.3,0.9,1023.3,0,0,0,0,24.59,18.99,42937.67,17229.36,2016,0,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",21622.73,0,17816.4,0.9,17816.4,0,0,0,0,459.53,281.77,747576.14,203822.65,2016,0,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",349751.9,0.83,312862.5,0.9,312862.5,1950.22,726.45,82230693.75,2849591.38,2114.69,787.71,89165812.5,3089918.37,2016,79381102.37,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",21246.15,0,18608.4,0.9,18608.4,0,0,0,0,185.8,123.19,446601.6,133128.72,2016,0,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",350257.76,0,283236.3,0.9,283236.3,0,0,0,0,7172.21,5252.19,6797671.2,12010435.36,2016,0,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",182928.61,0,139219.2,0.9,139219.2,0,0,0,0,5157.79,4138.61,1949068.8,4169024.47,2016,0,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",29385.11,0,23621.4,0.9,23621.4,0,0,0,0,984.28,883.89,330699.6,1140907.56,2016,0,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",25411.76,0,19363.5,0.9,19363.5,0,0,0,0,565.59,460.34,271089,376293.07,2016,0,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",14196.33,0,10899,0.9,10899,0,0,0,0,242.52,159.63,3106215,112631.85,2016,0,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",52117.73,0,46655.1,0.9,46655.1,0,0,0,0,392.81,185.12,13296703.5,497255.32,2016,0,"Greece","Europe & Central Asia","High income"
"65","GTM",202036.87,0,173780.1,0.9,173780.1,0,0,0,0,3661.87,2637.11,7291813,2441429.14,2016,0,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",7994.68,0.08,6886.8,0.9,6886.8,15.72,9.95,14691.84,13198.74,176.88,111.9,165283.2,148485.85,2016,1493.1,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",106853.13,0.53,92279.7,0.9,92279.7,889.88,610.85,1304219.76,855304.9,1511.12,1037.29,2214712.8,1452404.54,2016,448914.86,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",18898.08,0,16879.5,0.9,16879.5,0,0,0,0,156.26,78.27,4810657.5,214260.22,2016,0,"Croatia","Europe & Central Asia","High income"
"69","HTI",130962.85,0,105116.4,0.9,105116.4,0,0,0,0,1431.62,1188.73,1471629.6,1244354.59,2016,0,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",47260.27,0.72,42174,0.9,42174,468.69,199.46,9615672,409409.79,585.86,249.32,12019590,511762.23,2016,9206262.21,"Hungary","Europe & Central Asia","High income"
"71","IDN",2374907.3,0,2044947.6,0.9,2044947.6,0,0,0,0,44891.75,32073.34,49078742.4,30909010.1,2016,0,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",13111235.61,0,10799993.7,0.9,10799993.7,0,0,0,0,189033.97,136225.7,259199848.8,121048252.28,2016,0,"India","South Asia","Lower middle income"
"73","IRL",30982.65,0.75,27716.4,0.9,27716.4,200.72,86.68,6582645,293886.94,240.87,104.01,7899174,352664.33,2016,6288758.06,"Ireland","Europe & Central Asia","High income"
"74","IRN",564641.48,0,493533,0.9,493533,0,0,0,0,1623.66,1357.28,20708644.68,2811347.05,2016,0,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",430425.32,0,371101.5,0.9,371101.5,0,0,0,0,767.66,594.12,15571418.94,345944.99,2016,0,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",2122.38,0.91,1924.65,0.9,1924.65,10.97,6.89,548525.25,17236.13,10.97,6.89,548525.25,17236.13,2016,531289.12,"Iceland","Europe & Central Asia","High income"
"77","ISR",66086.09,0.57,59101.2,0.9,59101.2,188.68,130.89,10667766.6,278500.23,297.92,206.67,16843842,439737.21,2016,10389266.37,"Israel","Middle East & North Africa","High income"
"78","ITA",277184.72,0.53,248245.2,0.9,248245.2,828.1,315.05,41663819.4,1166350.01,1406.22,534.99,70749882,1980594.36,2016,40497469.39,"Italy","Europe & Central Asia","High income"
"79","JAM",23897.14,0,21069,0.9,21069,0,0,0,0,419.26,306.63,884055.24,458531.16,2016,0,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",108932.46,0,95472.9,0.9,95472.9,0,0,0,0,344.59,275.88,4006042.88,335082.39,2016,0,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",549542.75,0,492526.8,0.9,492526.8,0,0,0,0,5595.39,2063.8,140370138,8473254.98,2016,0,"Japan","East Asia & Pacific","High income"
"82","KAZ",117881.47,0,102684.6,0.9,102684.6,0,0,0,0,1374.06,720.64,4308645.82,1559243.32,2016,0,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",672709.05,0,552982.5,0.9,552982.5,0,0,0,0,13451.82,9500.29,7741755,11929120.99,2016,0,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",51635.31,0,44631.9,0.9,44631.9,0,0,0,0,628.37,438.53,624846.6,515205.23,2016,0,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",159317.52,0,132265.8,0.9,132265.8,0,0,0,0,1635.8,1168.91,1851721.2,1212240.57,2016,0,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1113.13,0,934.2,0.9,934.2,0,0,0,0,26.64,21.92,22420.8,18864.34,2016,0,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",226118.79,0,202231.8,0.9,202231.8,0,0,0,0,1571.33,855.51,57636063,1118280.23,2016,0,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",22517.42,0,20016.9,0.9,20016.9,0,0,0,0,55.42,40.97,5704816.5,35134.23,2016,0,"Kuwait","Middle East & North Africa","High income"
"89","LAO",77942.59,0,64006.2,0.9,64006.2,0,0,0,0,669.39,458.47,1536148.8,565703.88,2016,0,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",59503.94,0,52687.8,0.9,52687.8,0,0,0,0,228.63,164.25,2210780.09,222525.05,2016,0,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",65499.64,0,50797.8,0.9,50797.8,0,0,0,0,1782.89,1468.8,711169.2,1103263.54,2016,0,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",56807.51,0,49894.2,0.9,49894.2,0,0,0,0,394.25,306.24,2093560.63,241727.65,2016,0,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1275.96,0,1127.7,0.9,1127.7,0,0,0,0,23.82,18.97,47318.29,19810.99,2016,0,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",174380.11,0,154714.5,0.9,154714.5,0,0,0,0,1534.46,948.73,3713148,1138315.72,2016,0,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",25437.84,0,20142,0.9,20142,0,0,0,0,727.36,537.41,483408,591053.16,2016,0,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",12851.99,0,11459.7,0.9,11459.7,0,0,0,0,182.03,87.89,480849.01,151024.03,2016,0,"Lithuania","Europe & Central Asia","High income"
"97","LUX",3071.36,0.14,2747.7,0.9,2747.7,2.58,1.39,121814.7,3766.38,16.6,8.91,783094.5,24212.44,2016,118048.32,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",9534.2,0.33,8482.5,0.9,8482.5,44.52,24.17,130506.09,36949.85,121.41,65.9,355925.7,100772.33,2016,93556.24,"Latvia","Europe & Central Asia","High income"
"99","MAR",307769.58,0,265410.9,0.9,265410.9,0,0,0,0,2961.58,1869.35,11136641.36,1903609.07,2016,0,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",19717.63,0,17373.6,0.9,17373.6,0,0,0,0,208.04,127.44,416966.4,228275.91,2016,0,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",337354.73,0,277407,0.9,277407,0,0,0,0,9288.02,7191.89,3883698,7342956.27,2016,0,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",2632.47,0,2303.1,0.9,2303.1,0,0,0,0,53.17,36.26,96638.08,34819.86,2016,0,"Maldives","South Asia","Upper middle income"
"103","MEX",1133766.47,0.99,1097558.55,0.9,1097558.55,12903.68,7393.98,46053556.76,12160318.81,12903.68,7393.98,46053556.76,12160318.81,2016,33893237.95,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",617.19,0.31,528.58,0.9,528.58,4.83,3.9,7639.57,3332.86,14.03,11.33,22179.4,9676.05,2016,4306.71,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",11798.21,0.44,10479.6,0.9,10479.6,31.88,21.04,214976.19,21909.43,65.21,43.03,439724.02,44814.74,2016,193066.76,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",286544.91,0,210953.7,0.9,210953.7,0,0,0,0,5172.28,4230.48,2953351.8,3163017.23,2016,0,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",1931.78,0.83,1727.1,0.9,1727.1,6.58,4.99,453939.45,9931.05,7.13,5.41,492223.5,10768.61,2016,444008.4,"Malta","Middle East & North Africa","High income"
"108","MMR",556591.3,0,464910.3,0.9,464910.3,0,0,0,0,8696.85,6449.33,6508744.2,5518589.24,2016,0,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",3754.57,0,3339,0.9,3339,0,0,0,0,65.95,40.12,140104.44,44718.63,2016,0,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",23038.1,0,19798.2,0.9,19798.2,0,0,0,0,343.61,311.23,475156.8,320548.05,2016,0,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",429884.48,0,332448.3,0.9,332448.3,0,0,0,0,11296.8,9325.36,4654276.2,9280546.33,2016,0,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",53230.46,0,42830.1,0.9,42830.1,0,0,0,0,907.64,687.8,599621.4,476537.89,2016,0,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",9366.83,0,8302.5,0.9,8302.5,0,0,0,0,118.75,83.12,348372.9,71391.07,2016,0,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",258391.24,0,203289.3,0.9,203289.3,0,0,0,0,9557.07,7826.22,2846050.2,15613076.73,2016,0,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",255109.78,0.83,227356.2,0.9,227356.2,2252.28,1865.19,8797876.56,1600790.59,2442.23,2022.5,9539866.15,1735797.02,2016,7197085.97,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",26744.86,0,22413.6,0.9,22413.6,0,0,0,0,733.36,524.61,940474.66,635061.34,2016,0,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",327282.35,0,244872.9,0.9,244872.9,0,0,0,0,1804.24,1547.67,3428220.6,1044122.15,2016,0,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",2769901.93,0,2035267.2,0.9,2035267.2,0,0,0,0,22464.05,17393.85,48846412.8,18290285.2,2016,0,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",62254.16,0,54332.1,0.9,54332.1,0,0,0,0,1175.72,800.44,1303970.4,903592.32,2016,0,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",98733.96,0.53,88364.7,0.9,88364.7,296.06,127.22,14830542.15,413879.96,502.74,216.03,25183939.5,702815.02,2016,14416662.19,"Netherlands","Europe & Central Asia","High income"
"121","NOR",30315.16,0.84,27164.7,0.9,27164.7,232.57,90.33,7225810.2,327133.4,249.18,96.78,7741939.5,350500.07,2016,6898676.8,"Norway","Europe & Central Asia","High income"
"122","NPL",333115.69,0,279843.3,0.9,279843.3,0,0,0,0,5923.47,4641.81,3917806.2,4359205.34,2016,0,"Nepal","South Asia","Lower middle income"
"123","NZL",29224.16,0.6,26127,0.9,26127,89.98,56.81,4964130,148407.12,134.97,85.22,7446195,222610.69,2016,4815722.88,"New Zealand","East Asia & Pacific","High income"
"124","OMN",25421.53,0,22483.8,0.9,22483.8,0,0,0,0,159.07,122.01,6407883,105254.33,2016,0,"Oman","Middle East & North Africa","High income"
"125","PAK",2392269.26,0,1926754.2,0.9,1926754.2,0,0,0,0,8978.5,6248.14,46242100.8,7166520.01,2016,0,"Pakistan","South Asia","Lower middle income"
"126","PAN",35659.39,0.77,31284,0.9,31284,366.75,262.28,1123067.79,339494.33,428.67,306.56,1312676.64,396811.56,2016,783573.46,"Panama","Latin America & Caribbean","High income"
"127","PER",277551.36,0.51,242175.6,0.9,242175.6,3339.86,2398.75,5758289.97,2100417.97,5893.87,4233.08,10161688.18,3706619.95,2016,3657872,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1058833.1,0.24,919992.6,0.9,919992.6,3593.18,2574.85,10294103.87,2593816.29,13474.43,9655.67,38602889.5,9726811.09,2016,7700287.58,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",98949.46,0,82212.3,0.9,82212.3,0,0,0,0,1879.51,1424.48,1973095.2,1363916.26,2016,0,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",171913.6,0,153485.1,0.9,153485.1,0,0,0,0,1858.68,1152.74,43743253.5,1162230.14,2016,0,"Poland","Europe & Central Asia","High income"
"131","PRT",51185.11,0.85,45811.8,0.9,45811.8,430.39,215.69,12331009.5,617017.81,455.7,228.38,13056363,653312.97,2016,11713991.69,"Portugal","Europe & Central Asia","High income"
"132","PRY",66836.31,0.62,58224.6,0.9,58224.6,1217.81,899.84,1683027.35,1104390.3,1767.78,1306.22,2443104.22,1603147.2,2016,578637.05,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",53739.59,0,47041.2,0.9,47041.2,0,0,0,0,416.54,317.56,1973848.75,405049.47,2016,0,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",10252.15,0,9121.5,0.9,9121.5,0,0,0,0,35.31,39.04,2599627.5,23317.95,2016,0,"Qatar","Middle East & North Africa","High income"
"135","ROU",100814.16,0,89090.1,0.9,89090.1,0,0,0,0,1647.46,979.29,3738220.6,1166019.23,2016,0,"Romania","Europe & Central Asia","High income"
"136","RUS",721577.63,0,638023.5,0.9,638023.5,0,0,0,0,6704.09,3511.79,26771466.06,7275415.01,2016,0,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",159426.55,0.86,126422.1,0.9,126422.1,3015.33,2418.5,1691246.76,2138024.35,3155.58,2530.99,1769909.4,2237467.34,2016,-446777.59,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",246723.06,0,217415.7,0.9,217415.7,0,0,0,0,750.69,529.38,61963474.5,529091.15,2016,0,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",543678.43,0,440898.3,0.9,440898.3,0,0,0,0,3288.56,2558.81,10581559.2,7360934.21,2016,0,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",199728.94,0,162912.6,0.9,162912.6,0,0,0,0,5279.13,4172.82,3909902.4,2961514.57,2016,0,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",23291.45,0,20888.1,0.9,20888.1,0,0,0,0,188.36,139.94,5953108.5,289916.4,2016,0,"Singapore","East Asia & Pacific","High income"
"142","SLB",7230.29,0,6311.7,0.9,6311.7,0,0,0,0,162.78,116.92,151480.8,126551.11,2016,0,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",116207.93,0,82126.8,0.9,82126.8,0,0,0,0,1137.39,924.09,1149775.2,1035664.63,2016,0,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",60489.81,0,53007.3,0.9,53007.3,0,0,0,0,790.41,610.32,2224186.31,622647.85,2016,0,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",228374.97,0,170492.4,0.9,170492.4,0,0,0,0,2940.66,2481.66,2386893.6,1773419.5,2016,0,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",49798.79,0,44379.9,0.9,44379.9,0,0,0,0,673.21,388.48,1862180.6,493282.21,2016,0,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",2853.04,0,2398.5,0.9,2398.5,0,0,0,0,86.68,83.12,57564,74885.65,2016,0,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",5107.9,0.37,4455.9,0.9,4455.9,37.24,26.27,76865.27,44757.13,90.59,63.91,186969.56,108868.7,2016,32108.14,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",25791.11,0,23008.5,0.9,23008.5,0,0,0,0,333.24,167.61,6557422.5,200355.96,2016,0,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",8935.74,0.41,8003.7,0.9,8003.7,21.06,13.99,1039147.05,29825.45,46.22,30.71,2281054.5,65470.49,2016,1009321.6,"Slovenia","Europe & Central Asia","High income"
"151","SWE",52526.13,0.73,47080.8,0.9,47080.8,318.42,137.11,10883511.6,465390.54,392.57,169.04,13418028,573769.16,2016,10418121.06,"Sweden","Europe & Central Asia","High income"
"152","SWZ",15729.74,0,12447.9,0.9,12447.9,0,0,0,0,735.12,532.37,522313.88,571424.73,2016,0,"Eswatini","Sub-Saharan Africa","Lower middle income"
"153","TCD",240149.27,0,174875.4,0.9,174875.4,0,0,0,0,2075.12,1743.13,2448255.6,972897.58,2016,0,"Chad","Sub-Saharan Africa","Low income"
"154","TGO",106075.83,0,83350.8,0.9,83350.8,0,0,0,0,1324.94,1045.79,1166911.2,779117.69,2016,0,"Togo","Sub-Saharan Africa","Low income"
