"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"50","EST",5575.79,0,4950,0.9,4950,0,0,0,0,81.76,28.57,1410750,71256.66,2011,0,"Estonia","Europe & Central Asia","High income"
"51","ETH",1427542.7,0,1092006,0.9,1092006,0,0,0,0,18955.86,15282.23,15288084,21160915.72,2011,0,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",28526.68,0,25551,0.9,25551,0,0,0,0,106.98,46.67,7282035,156454.34,2011,0,"Finland","Europe & Central Asia","High income"
"53","FJI",7667.94,0,6709.5,0.9,6709.5,0,0,0,0,179.71,146.09,281530.62,148778.66,2011,0,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",375959.95,0.22,336489.3,0.9,336489.3,567.81,269.59,23442087.9,787145.27,2322.84,1102.89,95899450.5,3220139.76,2011,22654942.63,"France","Europe & Central Asia","High income"
"55","FSM",1289.67,0,1098,0.9,1098,0,0,0,0,25.9,19.85,46072.08,18144.4,2011,0,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",19797.47,0,16136.1,0.9,16136.1,0,0,0,0,408.08,248.88,677070.76,181003.25,2011,0,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",358888.7,0.83,320855.4,0.9,320855.4,1989.05,733.59,84331494.3,2906339.07,2156.8,795.46,91443789,3151452,2011,81425155.23,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",23031.67,0,19983.6,0.9,19983.6,0,0,0,0,197.65,130.58,479606.4,141624.85,2011,0,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",330491.64,0,263727,0.9,263727,0,0,0,0,6442.58,4688.8,6329448,10788604.25,2011,0,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",173073.47,0,125284.5,0.9,125284.5,0,0,0,0,4517.36,3613.3,1753983,3651369.26,2011,0,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",26628.46,0,20908.8,0.9,20908.8,0,0,0,0,833.51,745.16,292723.2,966148.97,2011,0,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",23300.09,0,17253.9,0.9,17253.9,0,0,0,0,490.53,398.23,241554.6,326352.06,2011,0,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",11732.34,0,8829.9,0.9,8829.9,0,0,0,0,192.36,126.63,2516521.5,89339.81,2011,0,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",54464.1,0,48654.9,0.9,48654.9,0,0,0,0,405.02,189.45,13866646.5,512711.29,2011,0,"Greece","Europe & Central Asia","High income"
"65","GTM",194322.64,0,165317.4,0.9,165317.4,0,0,0,0,3423.9,2458.41,6936718.1,2282768.79,2011,0,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",9039.5,0,7747.2,0.9,7747.2,0,0,0,0,196.18,123.67,185932.8,164688.95,2011,0,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",108532.3,0,93014.1,0.9,93014.1,0,0,0,0,1504.64,1033.13,2232338.4,1446176.57,2011,0,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",23646.39,0,21105,0.9,21105,0,0,0,0,193.65,96.19,6014925,265530.5,2011,0,"Croatia","Europe & Central Asia","High income"
"69","HTI",129221.74,0,102224.7,0.9,102224.7,0,0,0,0,1347.24,1116.43,1431145.8,1171013.12,2011,0,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",47909.27,0,42665.4,0.9,42665.4,0,0,0,0,588.28,248.47,12159639,513879.23,2011,0,"Hungary","Europe & Central Asia","High income"
"71","IDN",2400956.77,0,2041447.5,0.9,2041447.5,0,0,0,0,44227.57,31471.09,48994740,30451705.43,2011,0,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",13149794.8,0,10602091.8,0.9,10602091.8,0,0,0,0,181977.64,130602.54,254450203.2,116529722.23,2011,0,"India","South Asia","Lower middle income"
"73","IRL",28333.27,0.82,25322.4,0.9,25322.4,199.26,85.25,6575383.2,291751.6,218.7,93.57,7216884,320215.17,2011,6283631.6,"Ireland","Europe & Central Asia","High income"
"74","IRN",568969.34,0,492369.3,0.9,492369.3,0,0,0,0,1584.39,1319.17,20659815.83,2743348.61,2011,0,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",392885.34,0,337372.2,0.9,337372.2,0,0,0,0,689.5,532.65,14156137.51,310720.36,2011,0,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",2096.03,0,1878.3,0.9,1878.3,0,0,0,0,10.69,6.7,535315.5,16796.27,2011,0,"Iceland","Europe & Central Asia","High income"
"77","ISR",61449.19,0,54887.4,0.9,54887.4,0,0,0,0,274.26,188.7,15642909,404814.97,2011,0,"Israel","Middle East & North Africa","High income"
"78","ITA",267519.29,0.53,239245.2,0.9,239245.2,794.29,299.56,40153319.4,1118729.65,1348.8,508.69,68184882,1899729.59,2011,39034589.75,"Italy","Europe & Central Asia","High income"
"79","JAM",27651.73,0,24322.5,0.9,24322.5,0,0,0,0,476.82,347.88,1020572.1,521480.05,2011,0,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",86799.5,0,75755.7,0.9,75755.7,0,0,0,0,268.75,214.39,3178709.17,261341.65,2011,0,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",579886.1,0,519321.6,0.9,519321.6,0,0,0,0,5870.65,2148.22,148006656,8890092.37,2011,0,"Japan","East Asia & Pacific","High income"
"82","KAZ",109725.25,0,94232.7,0.9,94232.7,0,0,0,0,1251.22,654.04,3954004.09,1419847.37,2011,0,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",612715.96,0,492550.2,0.9,492550.2,0,0,0,0,11781.3,8306.33,6895702.8,10447700.22,2011,0,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",52170.4,0,44547.3,0.9,44547.3,0,0,0,0,620.41,431.43,623662.2,508676.16,2011,0,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",171291.51,0,137417.4,0.9,137417.4,0,0,0,0,1670.82,1188.41,1923843.6,1238194.32,2011,0,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1289.67,0,1074.6,0.9,1074.6,0,0,0,0,30.11,24.66,25790.4,21318.12,2011,0,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",296198.49,0,264217.5,0.9,264217.5,0,0,0,0,2034.98,1095.18,75301987.5,1448254.84,2011,0,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",21172.09,0,18797.4,0.9,18797.4,0,0,0,0,51.73,38.17,5357259,32794.26,2011,0,"Kuwait","Middle East & North Africa","High income"
"89","LAO",82376.07,0,66060,0.9,66060,0,0,0,0,678.02,461.94,1585440,573000.8,2011,0,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",50951.88,0,44881.2,0.9,44881.2,0,0,0,0,192.28,137.65,1883215.15,187151.67,2011,0,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",60010.32,0,43704,0.9,43704,0,0,0,0,1495.72,1228.57,611856,925557.53,2011,0,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",56335.08,0,49230.9,0.9,49230.9,0,0,0,0,383.4,296.14,2065728.56,235074.02,2011,0,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1587.35,0,1402.2,0.9,1402.2,0,0,0,0,29.14,23.14,58836.31,24235.83,2011,0,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",163708.15,0,144469.8,0.9,144469.8,0,0,0,0,1416.47,873,3467275.2,1050787.5,2011,0,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",24625.65,0,19552.5,0.9,19552.5,0,0,0,0,682.06,501.95,469260,554242.35,2011,0,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",15873.34,0,14103,0.9,14103,0,0,0,0,222.35,106.93,591761.88,184470.7,2011,0,"Lithuania","Europe & Central Asia","High income"
"97","LUX",3082.51,0.19,2756.7,0.9,2756.7,3.48,1.86,165861.45,5077.29,16.49,8.8,785659.5,24050.3,2011,160784.16,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",8054.19,0.58,7117.2,0.9,7117.2,65.27,35.16,192455.41,54177.23,101.28,54.56,298637.71,84068.11,2011,138278.18,"Latvia","Europe & Central Asia","High income"
"99","MAR",305374.69,0,260505,0.9,260505,0,0,0,0,2875.31,1812.86,10930789.8,1848159.24,2011,0,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",23057.5,0,20193.3,0.9,20193.3,0,0,0,0,240.32,146.16,484639.2,263694.39,2011,0,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",317313.27,0,252905.4,0.9,252905.4,0,0,0,0,8305.53,6415.28,3540675.6,6566212.86,2011,0,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",2951.55,0,2530.8,0.9,2530.8,0,0,0,0,58.14,39.59,106192.37,38080.19,2011,0,"Maldives","South Asia","Upper middle income"
"103","MEX",1129710.81,0,989370.9,0.9,989370.9,0,0,0,0,11469.68,6549.16,41514002.96,10808928.58,2011,0,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",666.18,0,567.17,0.9,567.17,0,0,0,0,14.73,11.82,23798.48,10156.33,2011,0,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",12873.43,0.48,11393.1,0.9,11393.1,37.55,24.57,254962.39,25804.27,70.41,46.07,478054.48,48383,2011,229158.12,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",246880.6,0,172755,0.9,172755,0,0,0,0,4159.05,3397.33,2418570,2543393.57,2011,0,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",2215.47,0,1978.2,0.9,1978.2,0,0,0,0,8.13,6.11,563787,12272.06,2011,0,"Malta","Middle East & North Africa","High income"
"108","MMR",552876.32,0,456117.3,0.9,456117.3,0,0,0,0,8371.64,6178.84,6385642.2,5312226.41,2011,0,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",3918.1,0,3483,0.9,3483,0,0,0,0,68.57,41.23,146146.68,46499.26,2011,0,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",23490.37,0,19902.6,0.9,19902.6,0,0,0,0,340.34,304.06,477662.4,317501.54,2011,0,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",377990.83,0,279580.5,0.9,279580.5,0,0,0,0,9267.92,7630.36,3914127,7613785.45,2011,0,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",47313.9,0,37780.2,0.9,37780.2,0,0,0,0,787.96,595.61,528922.8,413702.65,2011,0,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",9646.76,0,8498.7,0.9,8498.7,0,0,0,0,119.66,83.11,356605.45,71937.45,2011,0,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",232435.82,0,174852.9,0.9,174852.9,0,0,0,0,8083.89,6606.44,2447940.6,13206381.97,2011,0,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",274898.31,0.8,244287,0.9,244287,2301.08,1891.17,9111362.24,1635475.92,2588.71,2127.57,10250282.52,1839910.42,2011,7475886.32,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",27656.88,0,22981.5,0.9,22981.5,0,0,0,0,728.68,517.7,964303.74,631008.42,2011,0,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",281083.66,0,196402.5,0.9,196402.5,0,0,0,0,1419.9,1215.96,2749635,821705.56,2011,0,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",2456933.38,0,1737311.4,0.9,1737311.4,0,0,0,0,18660.64,14399.26,41695473.6,15193541.07,2011,0,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",63375.63,0,54811.8,0.9,54811.8,0,0,0,0,1166.21,792.69,1315483.2,896284.3,2011,0,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",97053.89,0.56,86805,0.9,86805,305,129.51,15393420,426378.87,490.18,208.14,24739425,685251.76,2011,14967041.13,"Netherlands","Europe & Central Asia","High income"
"121","NOR",30703.08,0.72,27496.8,0.9,27496.8,200.6,76.7,6269270.4,282163.08,250.75,95.88,7836588,352703.85,2011,5987107.32,"Norway","Europe & Central Asia","High income"
"122","NPL",380427.44,0,311873.4,0.9,311873.4,0,0,0,0,6430.67,5019.17,4366227.6,4732470.57,2011,0,"Nepal","South Asia","Lower middle income"
"123","NZL",28991.74,0.44,25896.6,0.9,25896.6,64.8,40.51,3608259.6,106872.48,132.54,82.87,7380531,218602.79,2011,3501387.12,"New Zealand","East Asia & Pacific","High income"
"124","OMN",23853.01,0,20920.5,0.9,20920.5,0,0,0,0,146.4,111.98,5962342.5,96871.42,2011,0,"Oman","Middle East & North Africa","High income"
"125","PAK",2347373.08,0,1862816.4,0.9,1862816.4,0,0,0,0,8596.2,5972.37,44707593.6,6861376.54,2011,0,"Pakistan","South Asia","Lower middle income"
"126","PAN",34883.5,0.79,30529.8,0.9,30529.8,362.67,258.54,1124460.02,335710.82,413.16,294.54,1281030.41,382455.37,2011,788749.2,"Panama","Latin America & Caribbean","High income"
"127","PER",290359.12,0,249924.6,0.9,249924.6,0,0,0,0,5992.78,4281.08,10486836.22,3768826.22,2011,0,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1046586.61,0,905523.3,0.9,905523.3,0,0,0,0,13082.28,9316.83,37995757.67,9443730.14,2011,0,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",92334.59,0,76285.8,0.9,76285.8,0,0,0,0,1705.89,1282.45,1830859.2,1237924.56,2011,0,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",190561.61,0,169623.9,0.9,169623.9,0,0,0,0,2035.67,1256.93,48342811.5,1272900.94,2011,0,"Poland","Europe & Central Asia","High income"
"131","PRT",55304.22,0.85,49392.9,0.9,49392.9,459.48,228.54,13294922.25,658718.7,486.5,241.99,14076976.5,697466.85,2011,12636203.55,"Portugal","Europe & Central Asia","High income"
"132","PRY",70793.12,0,61371.9,0.9,61371.9,0,0,0,0,1839.02,1351.42,2575164.92,1667752.93,2011,0,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",54136.49,0,47176.2,0.9,47176.2,0,0,0,0,408.84,310.71,1979513.35,397566.74,2011,0,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",6983.84,0,6200.1,0.9,6200.1,0,0,0,0,23.92,26.31,1767028.5,15798.53,2011,0,"Qatar","Middle East & North Africa","High income"
"135","ROU",106724.08,0,93895.2,0.9,93895.2,0,0,0,0,1725.39,1018.35,3939842.59,1221174.37,2011,0,"Romania","Europe & Central Asia","High income"
"136","RUS",617189.5,0,542805.3,0.9,542805.3,0,0,0,0,5664.91,2955.67,22776110.39,6147678.36,2011,0,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",151208.24,0.35,112121.1,0.9,112121.1,1068.11,854.14,610437.1,757348.51,2746.58,2196.36,1569695.4,1947467.6,2011,-146911.41,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",252654.94,0,221278.5,0.9,221278.5,0,0,0,0,751.59,527.57,63064372.5,529727.74,2011,0,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",495782.84,0,394944.3,0.9,394944.3,0,0,0,0,2885.72,2239.32,9478663.2,6459239.82,2011,0,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",181960.85,0,143134.2,0.9,143134.2,0,0,0,0,4548.12,3585.07,3435220.8,2551430.65,2011,0,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",26022.83,0,23293.8,0.9,23293.8,0,0,0,0,207.3,153.37,6638733,319067.77,2011,0,"Singapore","East Asia & Pacific","High income"
"142","SLB",6517.15,0,5670,0.9,5670,0,0,0,0,143.8,102.9,136080,111796.01,2011,0,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",108638.39,0,73102.5,0.9,73102.5,0,0,0,0,982.56,796.79,1023435,894685.44,2011,0,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",71397.76,0,62184.6,0.9,62184.6,0,0,0,0,908.7,698.37,2609265.82,715823.18,2011,0,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",206854.57,0,151421.4,0.9,151421.4,0,0,0,0,2566.17,2163.2,2119899.6,1547575.76,2011,0,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",52616.54,0,46549.8,0.9,46549.8,0,0,0,0,701.02,401.9,1953229.61,513653.56,2011,0,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",2429.18,0,1994.4,0.9,1994.4,0,0,0,0,70.65,67.69,47865.6,61031.34,2011,0,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",5099.39,0,4422.6,0.9,4422.6,0,0,0,0,88.82,62.65,185572.3,106746.36,2011,0,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",27063.75,0,24096.6,0.9,24096.6,0,0,0,0,346.29,172.71,6867531,208203.58,2011,0,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",8868.56,0.48,7938,0.9,7938,24.29,15.95,1206576,34401.07,45.53,29.9,2262330,64502,2011,1172174.93,"Slovenia","Europe & Central Asia","High income"
"151","SWE",45074.91,0,40397.4,0.9,40397.4,0,0,0,0,334.48,142,11513259,488860.77,2011,0,"Sweden","Europe & Central Asia","High income"
"152","SWZ",15436.14,0,12221.1,0.9,12221.1,0,0,0,0,704.54,508.8,512797.36,547653.06,2011,0,"Eswatini","Sub-Saharan Africa","Lower middle income"
"153","TCD",206606.99,0,147082.5,0.9,147082.5,0,0,0,0,1707.62,1431.79,2059155,800602.87,2011,0,"Chad","Sub-Saharan Africa","Low income"
"154","TGO",92324.04,0,71010,0.9,71010,0,0,0,0,1093.33,859.29,994140,642921.7,2011,0,"Togo","Sub-Saharan Africa","Low income"
"155","THA",459608.7,0,403331.4,0.9,403331.4,0,0,0,0,6978.23,4569.67,16923785.54,4187009.4,2011,0,"Thailand","East Asia & Pacific","Upper middle income"
"156","TJK",92720.56,0,75823.2,0.9,75823.2,0,0,0,0,584.2,436.67,1061524.8,464813.62,2011,0,"Tajikistan","Europe & Central Asia","Lower middle income"
"157","TKM",48736.55,0,40596.3,0.9,40596.3,0,0,0,0,495.73,330.67,1703420.75,285559.85,2011,0,"Turkmenistan","Europe & Central Asia","Upper middle income"
"158","TLS",15988.64,0,12817.8,0.9,12817.8,0,0,0,0,168.55,127.22,307627.2,61082.91,2011,0,"Timor-Leste","East Asia & Pacific","Lower middle income"
"159","TON",1171.31,0,1029.6,0.9,1029.6,0,0,0,0,30.36,25.18,43202.02,21834.68,2011,0,"Tonga","East Asia & Pacific","Upper middle income"
"160","TTO",8783.55,0,7646.4,0.9,7646.4,0,0,0,0,158.61,104.87,2179224,113754.75,2011,0,"Trinidad and Tobago","Latin America & Caribbean","High income"
