"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"20","BLZ",3930.96,0.51,3465.9,0.9,3465.9,39.87,38.89,82409.86,33060.93,70.37,68.63,145429.16,58342.81,2017,49348.93,"Belize","Latin America & Caribbean","Upper middle income"
"21","BOL",122698.45,0.66,102157.2,0.9,102157.2,1969.78,1500.93,1797966.72,1244031.81,2686.07,2046.72,2451772.8,1696407.01,2017,553934.91,"Bolivia","Latin America & Caribbean","Lower middle income"
"22","BRA",1573231.74,0.93,1430768.73,0.9,1430768.73,18682.2,11311.34,60035055.91,20901367.81,18682.2,11311.34,60035055.91,20901367.81,2017,39133688.1,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1846.57,0.14,1636.2,0.9,1636.2,4.61,3.14,72538.2,3294.99,29.65,20.18,466317,21182.1,2017,69243.21,"Barbados","Latin America & Caribbean","High income"
"24","BRN",3198.23,0.88,2844,0.9,2844,38.85,12.74,792528,43385.4,39.74,13.03,810540,44371.43,2017,749142.6,"Brunei Darussalam","East Asia & Pacific","High income"
"25","BTN",7136.92,0,6093.9,0.9,6093.9,0,0,0,0,67.49,45.16,146253.6,47201.6,2017,0,"Bhutan","South Asia","Lower middle income"
"26","BWA",24551.7,0,20778.3,0.9,20778.3,0,0,0,0,660.94,461.6,871857.47,492225.66,2017,0,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",77067.61,0,57172.5,0.9,57172.5,0,0,0,0,804.04,660.77,800415,638812.87,2017,0,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",186495.17,0.83,166861.8,0.9,166861.8,782.31,451.37,43856843.1,1517065.91,848.29,489.44,47555613,1645011.23,2017,42339777.19,"Canada","North America","High income"
"29","CHE",39464.39,0.59,35343,0.9,35343,89.43,49,6603250.5,115678.31,136.41,74.74,10072755,176458.44,2017,6487572.19,"Switzerland","Europe & Central Asia","High income"
"30","CHL",121279.07,0.68,108103.5,0.9,108103.5,1009.42,696.14,3427217.27,942535.79,1336,921.36,4536022.86,1247473.85,2017,2484681.48,"Chile","Latin America & Caribbean","High income"
"31","CHN",7807135.35,0,6876903.6,0.9,6876903.6,0,0,0,0,58761.26,37322.23,288554875.06,42467329.56,2017,0,"China","East Asia & Pacific","Upper middle income"
"32","CIV",347298.3,0,273000.6,0.9,273000.6,0,0,0,0,6172.32,4798.54,6552014.4,3795457.05,2017,0,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",349838.86,0,273569.4,0.9,273569.4,0,0,0,0,6116.11,4538.29,6565665.6,3619742.86,2017,0,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1202860.12,0,921399.3,0.9,921399.3,0,0,0,0,23109.03,18526.33,12899590.2,20494568.54,2017,0,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",66865.87,0,55431,0.9,55431,0,0,0,0,1078.03,752.48,1330344,399398.71,2017,0,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",406035.12,0.03,358107.3,0.9,358107.3,189.88,130.72,500872.74,174216.25,5696.29,3921.55,15026182.31,5226487.38,2017,326656.49,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",10322.65,0,8419.5,0.9,8419.5,0,0,0,0,338.78,261.55,117873,201310.09,2017,0,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",5218.26,0,4570.2,0.9,4570.2,0,0,0,0,71.09,63.67,191765.59,39776.78,2017,0,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",35198.19,0,31281.3,0.9,31281.3,0,0,0,0,285.07,257.62,1312563.35,262614.96,2017,0,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",6409.28,0.57,5741.1,0.9,5741.1,19.27,24.41,1036268.55,15418.16,30.43,38.54,1636213.5,24344.46,2017,1020850.39,"Cyprus","Europe & Central Asia","High income"
"41","CZE",50938.2,0,45666,0.9,45666,0,0,0,0,390.57,238.03,13014810,567376.64,2017,0,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",367042.07,0.4,328866.3,0.9,328866.3,961.77,487.58,41656398,1409565.6,2163.98,1097.05,93726895.5,3171522.61,2017,40246832.4,"Germany","Europe & Central Asia","High income"
"43","DJI",8941.81,0,7196.4,0.9,7196.4,0,0,0,0,90.75,72.62,172713.6,56366.89,2017,0,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",32747.28,0.36,29344.5,0.9,29344.5,100.35,47.25,3345273,142384.45,250.88,118.13,8363182.5,355961.12,2017,3202888.55,"Denmark","Europe & Central Asia","High income"
"45","DOM",98436.6,0.34,85900.5,0.9,85900.5,678.84,555.5,1361656.55,596043.77,1796.93,1470.45,3604384.98,1577762.92,2017,765612.78,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",323269.96,0,281247.3,0.9,281247.3,0,0,0,0,2403.63,1576.51,11801136.71,1373510.01,2017,0,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",155485.29,0.86,136514.7,0.9,136514.7,2673.5,1884.76,5473572.06,1649858.67,2797.84,1972.42,5728156.81,1726596.28,2017,3823713.39,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",891729.55,0,777947.4,0.9,777947.4,0,0,0,0,2737.58,2068.95,32642672.9,3425380.84,2017,0,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",227979.03,0.82,204305.4,0.9,204305.4,939.75,471.48,53051302.2,1274035.17,1031.43,517.47,58227039,1398331.28,2017,51777267.03,"Spain","Europe & Central Asia","High income"
"50","EST",6755.1,0,6041.7,0.9,6041.7,0,0,0,0,100.76,35.51,1721884.5,87815.82,2017,0,"Estonia","Europe & Central Asia","High income"
"51","ETH",1467631.17,0,1192608,0.9,1192608,0,0,0,0,21202.81,17136.76,16696512,23669238.13,2017,0,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",29265.38,0.62,26243.1,0.9,26243.1,76.37,33.76,5152395.3,111684.78,110.85,49.01,7479283.5,162123.07,2017,5040710.52,"Finland","Europe & Central Asia","High income"
"53","FJI",7954.75,0.56,6964.2,0.9,6964.2,120.02,98.31,181824.43,99360.01,192.88,157.99,292217.83,159685.73,2017,82464.42,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",389924.8,0.24,349358.4,0.9,349358.4,651.03,310.73,26551238.4,902516.37,2441.35,1165.25,99567144,3384436.38,2017,25648722.03,"France","Europe & Central Asia","High income"
"55","FSM",1198.55,0.66,1031.4,0.9,1031.4,18.26,14.12,31736.87,12790.67,24.9,19.26,43277.54,17441.82,2017,18946.2,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",22101.22,0,18410.4,0.9,18410.4,0,0,0,0,476.93,292.8,772500.38,211539.61,2017,0,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",362276.38,0.82,324208.8,0.9,324208.8,1999.14,746.37,84186218.4,2921083.67,2194.18,819.18,92399508,3206067.45,2017,81265134.73,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",21886.93,0,19314,0.9,19314,0,0,0,0,193.26,128.25,463536,138478.92,2017,0,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",353672.31,0,288891,0.9,288891,0,0,0,0,7374.03,5407.67,6933384,12348394.18,2017,0,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",183131.01,0,142021.8,0.9,142021.8,0,0,0,0,5291.67,4249.21,1988305.2,4277239.74,2017,0,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",30132.4,0,24401.7,0.9,24401.7,0,0,0,0,1027.09,923.29,341623.8,1190535.73,2017,0,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",25680.92,0,19962,0.9,19962,0,0,0,0,586.49,477.63,279468,390194.15,2017,0,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",14626.49,0,11362.5,0.9,11362.5,0,0,0,0,253.92,167.13,3238312.5,117928.58,2017,0,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",52725.41,0,47238.3,0.9,47238.3,0,0,0,0,398.75,188.24,13462915.5,504780.86,2017,0,"Greece","Europe & Central Asia","High income"
"65","GTM",199085.2,0,172269,0.9,172269,0,0,0,0,3643.99,2625.96,7228407.24,2429502.64,2017,0,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",7694.79,0.13,6646.5,0.9,6646.5,24.73,15.66,23041.2,20764.1,171.24,108.42,159516,143751.45,2017,2277.1,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",105919.84,0.62,91962.9,0.9,91962.9,1040.21,713.99,1520453.28,999791.42,1509.98,1036.44,2207109.6,1451310.13,2017,520661.86,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",19554.84,0,17474.4,0.9,17474.4,0,0,0,0,162.1,81.36,4980204,222268.69,2017,0,"Croatia","Europe & Central Asia","High income"
"69","HTI",130869.17,0,105447.6,0.9,105447.6,0,0,0,0,1446.41,1201.52,1476266.4,1257207.36,2017,0,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",47369.21,0.72,42344.1,0.9,42344.1,471.38,200.95,9654454.8,411761.97,589.23,251.18,12068068.5,514702.46,2017,9242692.83,"Hungary","Europe & Central Asia","High income"
"71","IDN",2338843.62,0.03,2027673,0.9,2027673,1488.09,1064.16,1622138.4,1024584.28,44642.69,31924.84,48664152,30737528.55,2017,597554.12,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",13004240.95,0,10838752.2,0.9,10838752.2,0,0,0,0,190526.66,137428.29,260130052.8,122004101.99,2017,0,"India","South Asia","Lower middle income"
"73","IRL",32262.4,0.53,28905.3,0.9,28905.3,148.14,64.11,4851272.85,216897.77,251.56,108.86,8238010.5,368316.97,2017,4634375.08,"Ireland","Europe & Central Asia","High income"
"74","IRN",574078.1,0,504742.5,0.9,504742.5,0,0,0,0,1668.95,1396.41,21178995.3,2889762.37,2017,0,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",436510.57,0,377379.9,0.9,377379.9,0,0,0,0,782.8,606.1,15834860.6,352769.3,2017,0,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",2162.58,0.89,1940.4,0.9,1940.4,10.94,6.88,546869.4,17189.72,11.07,6.96,553014,17382.86,2017,529679.68,"Iceland","Europe & Central Asia","High income"
"77","ISR",67485.94,0.5,60426,0.9,60426,169.56,117.85,9567450,250275.74,305.2,212.13,17221410,450496.33,2017,9317174.26,"Israel","Middle East & North Africa","High income"
"78","ITA",278795.21,0.49,249867.9,0.9,249867.9,771.45,294.08,38771169.15,1086557.08,1416.95,540.15,71212351.5,1995717.08,2017,37684612.07,"Italy","Europe & Central Asia","High income"
"79","JAM",23475.22,0,20720.7,0.9,20720.7,0,0,0,0,413.76,302.77,869440.57,452508.86,2017,0,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",111540.52,0,98042.4,0.9,98042.4,0,0,0,0,355.27,284.67,4113859.1,345471.41,2017,0,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",549121.79,0,492354,0.9,492354,0,0,0,0,5599.58,2068.98,140320890,8479612.19,2017,0,"Japan","East Asia & Pacific","High income"
"82","KAZ",127941.28,0,112275,0.9,112275,0,0,0,0,1505.01,789.92,4711059,1707840.38,2017,0,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",681522.6,0,567601.2,0.9,567601.2,0,0,0,0,13855.05,9788.85,7946416.8,12286707.49,2017,0,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",53219.41,0,46334.7,0.9,46334.7,0,0,0,0,653.96,456.77,648685.8,536186.94,2017,0,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",159777.18,0,135419.4,0.9,135419.4,0,0,0,0,1680.84,1202.36,1895871.6,1245614.97,2017,0,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1204.73,0,1012.5,0.9,1012.5,0,0,0,0,28.99,23.87,24300,20525.5,2017,0,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",224929.85,0.49,201468.6,0.9,201468.6,853.94,466.12,31261211.1,607728.82,1568.45,856.14,57418551,1116236.61,2017,30653482.28,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",23749.74,0,21128.4,0.9,21128.4,0,0,0,0,58.59,43.33,6021594,37141.06,2017,0,"Kuwait","Middle East & North Africa","High income"
"89","LAO",77999.52,0,64864.8,0.9,64864.8,0,0,0,0,681.09,467.04,1556755.2,575593.85,2017,0,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",58197.89,0,51669.9,0.9,51669.9,0,0,0,0,224.86,161.67,2168069,218863.31,2017,0,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",64989.91,0,51922.8,0.9,51922.8,0,0,0,0,1832.25,1510.5,726919.2,1133806.82,2017,0,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",58004.96,0,51136.2,0.9,51136.2,0,0,0,0,405.42,315.33,2145674.95,248579.1,2017,0,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1229.75,0,1086.3,0.9,1086.3,0,0,0,0,23.03,18.35,45581.15,19154.6,2017,0,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",174305.63,0,154872.9,0.9,154872.9,0,0,0,0,1540.05,952.89,3716949.6,1142464.36,2017,0,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",24859.01,0,19764.9,0.9,19764.9,0,0,0,0,718.87,531.57,474357.6,584148.86,2017,0,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",12542.32,0.28,11199.6,0.9,11199.6,55.44,26.79,146202.07,45996.04,178.2,86.12,469935.22,147844.42,2017,100206.03,"Lithuania","Europe & Central Asia","High income"
"97","LUX",3084.55,0.14,2766.6,0.9,2766.6,2.61,1.4,122652.6,3801.11,16.75,9.01,788481,24435.73,2017,118851.49,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",9694.3,0.35,8640,0.9,8640,48.15,26.18,140985.6,39969.13,123.82,67.33,362534.4,102777.75,2017,101016.47,"Latvia","Europe & Central Asia","High income"
"99","MAR",306311.18,0,266058,0.9,266058,0,0,0,0,2976.29,1879.13,11163793.68,1913061.61,2017,0,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",20123.98,0,17785.8,0.9,17785.8,0,0,0,0,213.28,130.87,426859.2,234026.15,2017,0,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",339194.49,0,282664.8,0.9,282664.8,0,0,0,0,9501.69,7361.4,3957307.2,7511880.24,2017,0,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",2793.12,0,2470.5,0.9,2470.5,0,0,0,0,57.09,38.95,103662.18,37392.73,2017,0,"Maldives","South Asia","Upper middle income"
"103","MEX",1124010.46,0.97,1069046.7,0.9,1069046.7,12608.01,7230.2,44857199.53,11881685.29,12608.01,7230.2,44857199.53,11881685.29,2017,32975514.24,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",619.11,0.21,532.77,0.9,532.77,3.32,2.68,5216.16,2287.37,14.22,11.49,22354.96,9803,2017,2928.79,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",11485.81,0.38,10215,0.9,10215,26.88,17.77,180973.48,18475.41,63.67,42.09,428621.4,43757.54,2017,162498.07,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",292570.93,0,219452.4,0.9,219452.4,0,0,0,0,5400.43,4418.42,3072333.6,3302539.8,2017,0,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",1943.69,0.78,1737.9,0.9,1737.9,6.23,4.74,429261.3,9402.36,7.19,5.47,495301.5,10848.88,2017,419858.94,"Malta","Middle East & North Africa","High income"
"108","MMR",543156.83,0,456424.2,0.9,456424.2,0,0,0,0,8573.81,6365.03,6389938.8,5440513.05,2017,0,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",3776.9,0,3360.6,0.9,3360.6,0,0,0,0,66.42,40.52,141010.78,45041.94,2017,0,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",24218.67,0,21015.9,0.9,21015.9,0,0,0,0,365.95,332.49,504381.6,341395.32,2017,0,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",430317.4,0,340204.5,0.9,340204.5,0,0,0,0,11618.66,9596.59,4762863,9544960.45,2017,0,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",54446.49,0,43966.8,0.9,43966.8,0,0,0,0,935.12,709.04,615535.2,490965.12,2017,0,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",8992.84,0.77,7974,0.9,7974,97.92,68.66,286259.51,58870.96,114.46,80.26,334589.04,68810.21,2017,227388.55,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",261740.5,0,210871.8,0.9,210871.8,0,0,0,0,9945.47,8147.89,2952205.2,16247587.51,2017,0,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",250088.81,0.96,237886.08,0.9,237886.08,2563.26,2126.4,9981699.92,1821821.79,2563.26,2126.4,9981699.92,1821821.79,2017,8159878.13,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",27414.61,0,23170.5,0.9,23170.5,0,0,0,0,763.52,547.03,972234.18,661174.7,2017,0,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",334077.83,0,255302.1,0.9,255302.1,0,0,0,0,1888.59,1620.65,3574229.4,1092937.46,2017,0,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",2799935.6,0,2092822.2,0.9,2092822.2,0,0,0,0,23230.35,18001.05,50227732.8,18914208.74,2017,0,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",62379.13,0,54609.3,0.9,54609.3,0,0,0,0,1186.12,807.81,1310623.2,911586.02,2017,0,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",96651.66,0.46,86559.3,0.9,86559.3,252.14,108.64,12608804.7,352486.45,493.32,212.56,24669400.5,689647.39,2017,12256318.25,"Netherlands","Europe & Central Asia","High income"
"121","NOR",30820.73,0.85,27638.1,0.9,27638.1,239.77,93.46,7439255.25,337258.73,253.87,98.96,7876858.5,357097.47,2017,7101996.52,"Norway","Europe & Central Asia","High income"
"122","NPL",324537.34,0,275872.5,0.9,275872.5,0,0,0,0,5873.36,4606.68,3862215,4322328.04,2017,0,"Nepal","South Asia","Lower middle income"
"123","NZL",29942.49,0.56,26784.9,0.9,26784.9,86.28,54.6,4749855.6,142310,138.67,87.75,7633696.5,228712.51,2017,4607545.6,"New Zealand","East Asia & Pacific","High income"
"124","OMN",26312.71,0,23383.8,0.9,23383.8,0,0,0,0,165.84,127.28,6664383,109731.8,2017,0,"Oman","Middle East & North Africa","High income"
"125","PAK",2402889.26,0,1950898.5,0.9,1950898.5,0,0,0,0,9111.3,6343.04,46821564,7272523.97,2017,0,"Pakistan","South Asia","Lower middle income"
"126","PAN",35984.71,0.71,31641.3,0.9,31641.3,342.98,245.45,1047383.28,317487.13,434.76,311.14,1327668.95,402448.47,2017,729896.15,"Panama","Latin America & Caribbean","High income"
"127","PER",278102.31,0.57,244222.2,0.9,244222.2,3776.81,2715.81,6490123.56,2375215.77,5963.39,4288.12,10247563.51,3750340.69,2017,4114907.79,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1068035.36,0.04,930042.9,0.9,930042.9,607.28,435.78,1734426.67,438380.79,13663.88,9805.03,39024600.08,9863567.89,2017,1296045.88,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",100018.82,0,83431.8,0.9,83431.8,0,0,0,0,1917.09,1455.76,2002363.2,1391181.64,2017,0,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",178875.93,0,159922.8,0.9,159922.8,0,0,0,0,1940.61,1204.76,45577998,1213462.47,2017,0,"Poland","Europe & Central Asia","High income"
"131","PRT",50494.75,0.83,45244.8,0.9,45244.8,416.01,208.84,11891841.6,596404.58,451.09,226.46,12894768,646703.76,2017,11295437.02,"Portugal","Europe & Central Asia","High income"
"132","PRY",67220.6,0.64,58714.2,0.9,58714.2,1271.4,940.61,1751927.35,1152996.87,1787.91,1322.73,2463647.83,1621401.85,2017,598930.48,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",54900.13,0,48184.2,0.9,48184.2,0,0,0,0,428.76,327.11,2021809.03,416936.11,2017,0,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",10643.71,0,9483.3,0.9,9483.3,0,0,0,0,36.74,40.67,2702740.5,24262.23,2017,0,"Qatar","Middle East & North Africa","High income"
"135","ROU",102794.91,0,91255.5,0.9,91255.5,0,0,0,0,1689.94,1006.2,3829080.78,1196085.96,2017,0,"Romania","Europe & Central Asia","High income"
"136","RUS",736446.31,0,654246.9,0.9,654246.9,0,0,0,0,6885,3609.82,27452199.92,7471742.1,2017,0,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",158615.7,0.83,130127.4,0.9,130127.4,3007.51,2413.88,1680089.32,2132482.88,3261.16,2617.46,1821783.6,2312330.83,2017,-452393.56,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",248805.64,0,220109.4,0.9,220109.4,0,0,0,0,762.87,538.53,62731179,537674.67,2017,0,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",548212.69,0,448884.9,0.9,448884.9,0,0,0,0,3363.12,2618.44,10773237.6,7527830.19,2017,0,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",203951.46,0,168847.2,0.9,168847.2,0,0,0,0,5494.73,4346.03,4052332.8,3082463.67,2017,0,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",23651.12,0,21224.7,0.9,21224.7,0,0,0,0,191.96,142.74,6049039.5,295455.49,2017,0,"Singapore","East Asia & Pacific","High income"
"142","SLB",7329.95,0,6410.7,0.9,6410.7,0,0,0,0,165.95,119.3,153856.8,129016.18,2017,0,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",116165.89,0,84049.2,0.9,84049.2,0,0,0,0,1171.08,951.85,1176688.8,1066343.12,2017,0,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",59736.63,0,52443.9,0.9,52443.9,0,0,0,0,785.54,607.19,2200546.04,618807.56,2017,0,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",232958.73,0,175388.4,0.9,175388.4,0,0,0,0,3035.62,2562.42,2455437.6,1830687.37,2017,0,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",49242.36,0,43971.3,0.9,43971.3,0,0,0,0,668.15,386.15,1845035.75,489573.62,2017,0,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",2866.32,0,2444.4,0.9,2444.4,0,0,0,0,88.74,85.11,58665.6,76665.41,2017,0,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",5085.61,0.55,4454.1,0.9,4454.1,55.49,39.15,114213.02,66687.34,90.8,64.06,186894.04,109124.73,2017,47525.68,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",26322.94,0,23515.2,0.9,23515.2,0,0,0,0,341.2,171.95,6701832,205139.19,2017,0,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",9293.93,0.42,8330.4,0.9,8330.4,22.48,14.98,1107943.2,31849.09,48.18,32.1,2374164,68248.05,2017,1076094.11,"Slovenia","Europe & Central Asia","High income"
"151","SWE",53869.72,0.72,48307.5,0.9,48307.5,322.77,139.44,11014110,471748.79,403.46,174.3,13767637.5,589685.98,2017,10542361.21,"Sweden","Europe & Central Asia","High income"
"152","SWZ",15749.76,0,12630.6,0.9,12630.6,0,0,0,0,749.65,543.22,529979.98,582720.13,2017,0,"Eswatini","Sub-Saharan Africa","Lower middle income"
