"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"64","GRC",53460.49,0,47855.7,0.9,47855.7,0,0,0,0,399.54,187.26,13638874.5,505785.83,2012,0,"Greece","Europe & Central Asia","High income"
"65","GTM",195956.54,0,168021.9,0.9,168021.9,0,0,0,0,3494.18,2510.69,7050198.92,2329625.69,2012,0,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",8796.74,0.02,7576.2,0.9,7576.2,4.28,2.7,4040.64,3590.25,192.46,121.42,181828.8,161561.18,2012,450.39,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",107953.33,0,92989.8,0.9,92989.8,0,0,0,0,1508.48,1035.69,2231755.2,1449865.41,2012,0,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",22370.95,0,19983.6,0.9,19983.6,0,0,0,0,183.78,91.48,5695326,251994.2,2012,0,"Croatia","Europe & Central Asia","High income"
"69","HTI",128455.25,0,102799.8,0.9,102799.8,0,0,0,0,1364.72,1131.42,1439197.2,1186208.86,2012,0,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",47798.25,0,42644.7,0.9,42644.7,0,0,0,0,589.08,249.27,12153739.5,514575.48,2012,0,"Hungary","Europe & Central Asia","High income"
"71","IDN",2385354.22,0,2044626.3,0.9,2044626.3,0,0,0,0,44438.48,31652.6,49071031.2,30596921.73,2012,0,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",13054913.87,0,10650548.7,0.9,10650548.7,0,0,0,0,183656.63,131933.63,255613168.8,117604862.3,2012,0,"India","South Asia","Lower middle income"
"73","IRL",28576.92,0.89,25559.1,0.9,25559.1,218.63,93.76,7203406.35,320108.26,221.09,94.81,7284343.5,323704.99,2012,6883298.09,"Ireland","Europe & Central Asia","High income"
"74","IRN",560400.34,0,488542.5,0.9,488542.5,0,0,0,0,1580.96,1317.66,20499243.3,2737402.89,2012,0,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",399890.36,0,344354.4,0.9,344354.4,0,0,0,0,705.79,545.48,14449110.62,318064.96,2012,0,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",2096.22,0.92,1921.88,0.9,1921.88,10.95,6.86,547735.8,17192.87,10.95,6.86,547735.8,17192.87,2012,530542.93,"Iceland","Europe & Central Asia","High income"
"77","ISR",62145.04,0,55564.2,0.9,55564.2,0,0,0,0,278.25,191.85,15835797,410714.32,2012,0,"Israel","Middle East & North Africa","High income"
"78","ITA",269163.75,0.56,241022.7,0.9,241022.7,846.51,319.98,42741358.8,1192270.59,1360.46,514.25,68691469.5,1916149.17,2012,41549088.21,"Italy","Europe & Central Asia","High income"
"79","JAM",26722.52,0,23556.6,0.9,23556.6,0,0,0,0,463.46,338.32,988434.94,506862.72,2012,0,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",91679.96,0,80293.5,0.9,80293.5,0,0,0,0,286.05,228.39,3369115.26,278160.68,2012,0,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",572075.13,0,512638.2,0.9,512638.2,0,0,0,0,5802.57,2127.84,146101887,8787001.63,2012,0,"Japan","East Asia & Pacific","High income"
"82","KAZ",108456.67,0,94152.6,0.9,94152.6,0,0,0,0,1252.55,655.26,3950643.1,1421357.27,2012,0,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",620343.2,0,503513.1,0.9,503513.1,0,0,0,0,12092.42,8529.19,7049183.4,10723599.67,2012,0,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",50854.34,0,43869.6,0.9,43869.6,0,0,0,0,612.53,426.32,614174.4,502220.06,2012,0,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",165278.76,0,135498.6,0.9,135498.6,0,0,0,0,1654.15,1177.88,1896980.4,1225837.05,2012,0,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1212.15,0,1016.1,0.9,1016.1,0,0,0,0,28.58,23.44,24386.4,20239.59,2012,0,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",280460.37,0,250690.5,0.9,250690.5,0,0,0,0,1935.35,1044.88,71446792.5,1377345.46,2012,0,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",21170.02,0,18813.6,0.9,18813.6,0,0,0,0,51.86,38.28,5361876,32875.26,2012,0,"Kuwait","Middle East & North Africa","High income"
"89","LAO",80038.66,0,65099.7,0.9,65099.7,0,0,0,0,671.23,457.9,1562392.8,567254.9,2012,0,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",52800.69,0,46728,0.9,46728,0,0,0,0,200.83,143.9,1960706.88,195470.42,2012,0,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",59871.1,0,45219.6,0.9,45219.6,0,0,0,0,1556.63,1279.5,633074.4,963249.92,2012,0,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",55651.61,0,48860.1,0.9,48860.1,0,0,0,0,381.85,295.35,2050169.8,234126.7,2012,0,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1526.69,0,1349.1,0.9,1349.1,0,0,0,0,28.15,22.36,56608.24,23409,2012,0,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",165943.73,0,147107.7,0.9,147107.7,0,0,0,0,1446.53,892.26,3530584.8,1073082.68,2012,0,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",24960.71,0,19683.9,0.9,19683.9,0,0,0,0,691.99,509.68,472413.6,562312.57,2012,0,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",15163.83,0,13514.4,0.9,13514.4,0,0,0,0,213.46,102.76,567064.22,177100.5,2012,0,"Lithuania","Europe & Central Asia","High income"
"97","LUX",3084.02,0.2,2759.4,0.9,2759.4,3.68,1.97,174762,5363.27,16.55,8.84,786429,24134.7,2012,169398.73,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",8400.67,0.48,7466.4,0.9,7466.4,56.74,30.62,167088.08,47099.52,106.4,57.42,313290.14,88311.6,2012,119988.56,"Latvia","Europe & Central Asia","High income"
"99","MAR",303857.78,0,261154.8,0.9,261154.8,0,0,0,0,2890.48,1822.95,10958055.41,1857905.35,2012,0,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",21992.27,0,19358.1,0.9,19358.1,0,0,0,0,230.72,140.57,464594.4,253165.26,2012,0,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",316530.58,0,257668.2,0.9,257668.2,0,0,0,0,8500.9,6570.11,3607354.8,6720666.33,2012,0,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",2791.82,0,2434.5,0.9,2434.5,0,0,0,0,56,38.15,102151.62,36674.21,2012,0,"Maldives","South Asia","Upper middle income"
"103","MEX",1129445.31,0.83,993547.8,0.9,993547.8,10657.52,6090.56,38446767.25,10043558.7,11556.35,6604.22,41689265.69,10890605.82,2012,28403208.55,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",649.34,0.03,554.62,0.9,554.62,0.48,0.39,775.73,332.73,14.48,11.63,23271.79,9981.95,2012,443,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",12603.08,0.31,11201.4,0.9,11201.4,23.89,15.66,161892.59,16414.27,69.35,45.47,470010.74,47654.34,2012,145478.32,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",252750.12,0,179755.2,0.9,179755.2,0,0,0,0,4345.38,3550.61,2516572.8,2657342.25,2012,0,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",2133.54,0,1907.1,0.9,1907.1,0,0,0,0,7.85,5.91,543523.5,11846.43,2012,0,"Malta","Middle East & North Africa","High income"
"108","MMR",554685.01,0,460930.5,0.9,460930.5,0,0,0,0,8498.21,6279.31,6453027,5392538.84,2012,0,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",3894.61,0,3462.3,0.9,3462.3,0,0,0,0,68.21,41.13,145278.11,46255.48,2012,0,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",22662.41,0,19442.7,0.9,19442.7,0,0,0,0,333.67,299.08,466624.8,311277.69,2012,0,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",383284.79,0,290520.9,0.9,290520.9,0,0,0,0,9687.4,7980.66,4067292.6,7958395.03,2012,0,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",48416.48,0,38688.3,0.9,38688.3,0,0,0,0,809.82,612.49,541636.2,425179.84,2012,0,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",9607.49,0,8505.9,0.9,8505.9,0,0,0,0,120.2,83.64,356907.56,72265.7,2012,0,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",233898.7,0,179940.6,0.9,179940.6,0,0,0,0,8353.47,6830.18,2519168.4,13646784.18,2012,0,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",270990.89,0.84,241335.9,0.9,241335.9,2394.86,1971.92,9451357.41,1702132.68,2565.92,2112.77,10126454.36,1823713.59,2012,7749224.73,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",27210.18,0,22615.2,0.9,22615.2,0,0,0,0,722.38,514.05,948933.79,625547.45,2012,0,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",287169.47,0,205141.5,0.9,205141.5,0,0,0,0,1489.58,1276.14,2871981,862027.91,2012,0,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",2497605.35,0,1795050,0.9,1795050,0,0,0,0,19393.53,14976.61,43081200,15790262.75,2012,0,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",62637.35,0,54588.6,0.9,54588.6,0,0,0,0,1166.15,792.96,1310126.4,896235.27,2012,0,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",98201.06,0.58,87867.9,0.9,87867.9,320.35,136.44,16138404.3,447845.34,497.1,211.72,25042351.5,694932.42,2012,15690558.96,"Netherlands","Europe & Central Asia","High income"
"121","NOR",30460.72,0.73,27285.3,0.9,27285.3,202.11,77.59,6307451.85,284292.25,249.18,95.65,7776310.5,350497.29,2012,6023159.6,"Norway","Europe & Central Asia","High income"
"122","NPL",365841.95,0,304803,0.9,304803,0,0,0,0,6325.55,4941.97,4267242,4655105.51,2012,0,"Nepal","South Asia","Lower middle income"
"123","NZL",29015.72,0.55,25935.3,0.9,25935.3,81.3,50.95,4517064.75,134082.93,133.03,83.37,7391560.5,219408.44,2012,4382981.82,"New Zealand","East Asia & Pacific","High income"
"124","OMN",23224.53,0,20513.7,0.9,20513.7,0,0,0,0,143.93,110.17,5846404.5,95237.93,2012,0,"Oman","Middle East & North Africa","High income"
"125","PAK",2336034.49,0,1872234,0.9,1872234,0,0,0,0,8659.73,6018.79,44933616,6912080,2012,0,"Pakistan","South Asia","Lower middle income"
"126","PAN",34936.91,0.78,30620.7,0.9,30620.7,360.19,256.97,1113531.96,333422.08,415.61,296.5,1284844.57,384717.78,2012,780109.88,"Panama","Latin America & Caribbean","High income"
"127","PER",283402.15,0,246646.8,0.9,246646.8,0,0,0,0,5935.54,4245.83,10349299.73,3732825.06,2012,0,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1045435.92,0,907092.9,0.9,907092.9,0,0,0,0,13146.57,9376.3,38061618.08,9490134.01,2012,0,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",93502.32,0,77467.5,0.9,77467.5,0,0,0,0,1741.01,1311.38,1859220,1263407.34,2012,0,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",183549.14,0,163837.8,0.9,163837.8,0,0,0,0,1970.64,1218.13,46693773,1232241.93,2012,0,"Poland","Europe & Central Asia","High income"
"131","PRT",54373.33,0.87,48644.1,0.9,48644.1,464.32,231.4,13401449.55,665661.59,480.33,239.38,13863568.5,688615.44,2012,12735787.96,"Portugal","Europe & Central Asia","High income"
"132","PRY",69515.59,0,60454.8,0.9,60454.8,0,0,0,0,1817.06,1337,2536683.41,1647836.87,2012,0,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",53655.49,0,46927.8,0.9,46927.8,0,0,0,0,408.84,310.95,1969090.49,397566.96,2012,0,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",7421.76,0,6601.5,0.9,6601.5,0,0,0,0,25.49,28.07,1881427.5,16835.78,2012,0,"Qatar","Middle East & North Africa","High income"
"135","ROU",103775.81,0,91603.8,0.9,91603.8,0,0,0,0,1685.91,996.8,3843695.45,1193229.91,2012,0,"Romania","Europe & Central Asia","High income"
"136","RUS",631431.56,0,557677.8,0.9,557677.8,0,0,0,0,5829.79,3044.58,23400160.49,6326608.04,2012,0,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",149482.38,0.45,114561.9,0.9,114561.9,1409.63,1128.08,801933.3,999502,2819.26,2256.16,1603866.6,1999004.01,2012,-197568.7,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",249206.34,0,219393.9,0.9,219393.9,0,0,0,0,748.19,525.77,62527261.5,527329.83,2012,0,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",502960.65,0,404308.8,0.9,404308.8,0,0,0,0,2967.83,2304.48,9703411.2,6643035.69,2012,0,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",184538.96,0,146322.9,0.9,146322.9,0,0,0,0,4671.86,3685.13,3511749.6,2620844.73,2012,0,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",26708.83,0,23938.2,0.9,23938.2,0,0,0,0,213.77,158.32,6822387,329018.49,2012,0,"Singapore","East Asia & Pacific","High income"
"142","SLB",6641.19,0,5789.7,0.9,5789.7,0,0,0,0,147.43,105.59,138952.8,114613.53,2012,0,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",109210.2,0,74827.8,0.9,74827.8,0,0,0,0,1012.09,821.09,1047589.2,921574.39,2012,0,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",68516.53,0,59984.1,0.9,59984.1,0,0,0,0,880.81,677.72,2516932.84,693858.1,2012,0,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",209450.04,0,154723.5,0.9,154723.5,0,0,0,0,2631.82,2219.08,2166129,1587173.06,2012,0,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",51669.21,0,46026,0.9,46026,0,0,0,0,694.38,398.74,1931250.96,508789.84,2012,0,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",2497.8,0,2083.5,0.9,2083.5,0,0,0,0,74.17,71.08,50004,64077.32,2012,0,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",5091.11,0,4436.1,0.9,4436.1,0,0,0,0,89.35,63.02,186138.76,107379.02,2012,0,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",26529.78,0,23657.4,0.9,23657.4,0,0,0,0,340.64,170.26,6742359,204805.1,2012,0,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",8741.62,0.52,7829.1,0.9,7829.1,25.99,17.12,1289191.8,36816.32,44.98,29.63,2231293.5,63720.56,2012,1252375.48,"Slovenia","Europe & Central Asia","High income"
"151","SWE",46655.15,0,41821.2,0.9,41821.2,0,0,0,0,346.87,147.79,11919042,506979.83,2012,0,"Sweden","Europe & Central Asia","High income"
"152","SWZ",15526.74,0,12146.4,0.9,12146.4,0,0,0,0,704.23,508.89,509662.94,547414.96,2012,0,"Eswatini","Sub-Saharan Africa","Lower middle income"
"153","TCD",212455.58,0,152539.2,0.9,152539.2,0,0,0,0,1779.06,1492.28,2135548.8,834096.61,2012,0,"Chad","Sub-Saharan Africa","Low income"
"154","TGO",95161.84,0,73467.9,0.9,73467.9,0,0,0,0,1139.25,896.26,1028550.6,669922.27,2012,0,"Togo","Sub-Saharan Africa","Low income"
"155","THA",452787.13,0,399059.1,0.9,399059.1,0,0,0,0,6925.43,4540.83,16744519.84,4155329.91,2012,0,"Thailand","East Asia & Pacific","Upper middle income"
"156","TJK",88221.23,0,73719.9,0.9,73719.9,0,0,0,0,570.18,426.72,1032078.6,453661.54,2012,0,"Tajikistan","Europe & Central Asia","Lower middle income"
"157","TKM",49443.37,0,41409.9,0.9,41409.9,0,0,0,0,506.85,338.33,1737559.4,291966.77,2012,0,"Turkmenistan","Europe & Central Asia","Upper middle income"
