measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Mississippi,Female,All ages,Cervical cancer,Rate,1982,6.698750448082204,7.209605565832731,6.189006276859076
Deaths,Iowa,Female,All ages,Cervical cancer,Number,1981,72.29450877850219,78.18713940673639,65.40049229562374
Deaths,Iowa,Female,All ages,Cervical cancer,Rate,1981,4.785445997159063,5.175501426389746,4.329105064220187
Deaths,West Virginia,Female,All ages,Cervical cancer,Number,1981,67.5097174552894,72.45174951547096,62.26510837670812
Deaths,West Virginia,Female,All ages,Cervical cancer,Rate,1981,6.650159106942591,7.136982348849716,6.133530003149045
Deaths,New Mexico,Female,All ages,Cervical cancer,Number,1981,28.29323156404359,30.89345171809505,25.663747513307786
Deaths,New Mexico,Female,All ages,Cervical cancer,Rate,1981,4.133781956201833,4.5136870628574615,3.7496012485846144
Deaths,Kansas,Female,All ages,Cervical cancer,Number,1981,64.27805621944947,69.32257451639303,59.064924576186684
Deaths,Kansas,Female,All ages,Cervical cancer,Rate,1981,5.228062373754307,5.638358792985259,4.804051770500825
Deaths,Michigan,Female,All ages,Cervical cancer,Number,1980,229.9415670119093,244.66425116297006,214.48465269208725
Deaths,Michigan,Female,All ages,Cervical cancer,Rate,1980,4.795365916365339,5.102403302832103,4.473016368762165
Deaths,Wisconsin,Female,All ages,Cervical cancer,Number,1981,98.14763563656066,105.10247357527312,90.15131367940943
Deaths,Wisconsin,Female,All ages,Cervical cancer,Rate,1981,4.016724881228593,4.301353954686704,3.689472725277118
Deaths,South Carolina,Female,All ages,Cervical cancer,Number,1980,104.893743111048,111.7390924579351,98.10847463934101
Deaths,South Carolina,Female,All ages,Cervical cancer,Rate,1980,6.461041735231383,6.882688313098782,6.043095902808973
Deaths,New York,Female,All ages,Cervical cancer,Number,1981,567.894054961318,606.0840558427487,522.1576965196082
Deaths,New York,Female,All ages,Cervical cancer,Rate,1981,6.106140927607781,6.516769504135782,5.61437200042701
Deaths,Connecticut,Female,All ages,Cervical cancer,Number,1980,80.9743608447717,87.9863098212108,73.3358707042115
Deaths,Connecticut,Female,All ages,Cervical cancer,Rate,1980,4.962211058323914,5.39191214380689,4.494114739329211
Deaths,District of Columbia,Female,All ages,Cervical cancer,Number,1982,32.26956474446143,34.71597228194728,29.888250600103095
Deaths,District of Columbia,Female,All ages,Cervical cancer,Rate,1982,9.522962324326281,10.244913394751674,8.820220745420972
Deaths,Montana,Female,All ages,Cervical cancer,Number,1980,17.582998260764732,18.868226238310267,16.346409047765395
Deaths,Montana,Female,All ages,Cervical cancer,Rate,1980,4.408354211952316,4.730582542075884,4.098320440422879
Deaths,Florida,Female,All ages,Cervical cancer,Number,1982,328.94794938794627,352.8556248360319,304.73757432743474
Deaths,Florida,Female,All ages,Cervical cancer,Rate,1982,5.967115695937914,6.4008009208651435,5.527939500138788
Deaths,South Dakota,Female,All ages,Cervical cancer,Number,1982,14.230549879454678,15.362475788801365,12.989370327156744
Deaths,South Dakota,Female,All ages,Cervical cancer,Rate,1982,4.004287728888103,4.32279664577482,3.6550362879589726
Deaths,Delaware,Female,All ages,Cervical cancer,Number,1980,21.080863511954416,22.901898258391974,19.456590809123206
Deaths,Delaware,Female,All ages,Cervical cancer,Rate,1980,6.771571657949305,7.35652242479644,6.249824577093946
Deaths,Minnesota,Female,All ages,Cervical cancer,Number,1980,74.15616605409049,79.6182945813607,68.42936830821678
Deaths,Minnesota,Female,All ages,Cervical cancer,Rate,1980,3.518820666087326,3.7780068102113886,3.247075572847419
Deaths,Alabama,Female,All ages,Cervical cancer,Number,1981,153.4762001427053,162.89019574385622,143.54805070790144
Deaths,Alabama,Female,All ages,Cervical cancer,Rate,1981,7.45729106198255,7.914709900790974,6.97488988203837
Deaths,Missouri,Female,All ages,Cervical cancer,Number,1982,157.00545167296076,167.71054722194415,144.84598515919615
Deaths,Missouri,Female,All ages,Cervical cancer,Rate,1982,6.029019054407721,6.440095385556489,5.562094788264261
Deaths,District of Columbia,Female,All ages,Cervical cancer,Number,1980,34.854706101656724,37.98400523900403,32.2826549039476
Deaths,District of Columbia,Female,All ages,Cervical cancer,Rate,1980,10.070965094263016,10.975148945069725,9.327793203579516
Deaths,Tennessee,Female,All ages,Cervical cancer,Number,1982,149.9956280663187,159.8439163737366,138.5097067498828
Deaths,Tennessee,Female,All ages,Cervical cancer,Rate,1982,6.141207244185243,6.544421526334845,5.670944049824334
Deaths,Rhode Island,Female,All ages,Cervical cancer,Number,1980,25.527717784901345,27.488676769793045,23.360332510086298
Deaths,Rhode Island,Female,All ages,Cervical cancer,Rate,1980,5.082132128960975,5.472525533677601,4.650642779470855
Deaths,Kentucky,Female,All ages,Cervical cancer,Number,1981,120.15216125371735,127.26513552760147,112.58540919509241
Deaths,Kentucky,Female,All ages,Cervical cancer,Rate,1981,6.316559650454035,6.690498211561221,5.91876538491791
Deaths,Arizona,Female,All ages,Cervical cancer,Number,1981,64.30013764800947,69.16023647598931,59.13049865041173
Deaths,Arizona,Female,All ages,Cervical cancer,Rate,1981,4.43201063735475,4.7670022951038495,4.075683328165134
Deaths,South Dakota,Female,All ages,Cervical cancer,Number,1980,14.162508602220232,15.35039627215402,12.751930670007225
Deaths,South Dakota,Female,All ages,Cervical cancer,Rate,1980,4.007540190656544,4.343674678758373,3.6083914300682833
Deaths,Texas,Female,All ages,Cervical cancer,Number,1982,377.35941012653905,398.81293355103406,353.38164110363147
Deaths,Texas,Female,All ages,Cervical cancer,Rate,1982,4.928950560394475,5.209169771756248,4.615760442721678
Deaths,Florida,Female,All ages,Cervical cancer,Number,1980,334.75806884744793,357.0852244533324,308.1599883591695
Deaths,Florida,Female,All ages,Cervical cancer,Rate,1980,6.476995666995578,6.9089879132573175,5.9623683342889695
Deaths,Georgia,Female,All ages,Cervical cancer,Number,1982,172.47246383030208,182.98034018584505,161.41599166201402
Deaths,Georgia,Female,All ages,Cervical cancer,Rate,1982,5.836703655264726,6.192304537697847,5.462537541522231
Deaths,North Carolina,Female,All ages,Cervical cancer,Number,1981,191.37121466848384,203.37804512304277,178.89087826749036
Deaths,North Carolina,Female,All ages,Cervical cancer,Rate,1981,6.1681762404330565,6.555174078436096,5.765916608050125
Deaths,Mississippi,Female,All ages,Cervical cancer,Number,1980,94.68142992664733,101.46573619119606,87.45683370439698
Deaths,Mississippi,Female,All ages,Cervical cancer,Rate,1980,7.172219967961975,7.686138451206926,6.6249490477210085
Deaths,Missouri,Female,All ages,Cervical cancer,Number,1980,169.56913648606368,180.31483363712752,156.29728097457877
Deaths,Missouri,Female,All ages,Cervical cancer,Rate,1980,6.566652949473978,6.982785657073083,6.052693446314938
Deaths,Wyoming,Female,All ages,Cervical cancer,Number,1981,7.929532747011164,8.544802765290077,7.356471255285289
Deaths,Wyoming,Female,All ages,Cervical cancer,Rate,1981,3.336406892302047,3.5952860968032603,3.0952872233747994
Deaths,Arkansas,Female,All ages,Cervical cancer,Number,1981,72.36055380456679,77.65352117319517,67.25102648949829
Deaths,Arkansas,Female,All ages,Cervical cancer,Rate,1981,6.015596605890356,6.4556202771270925,5.59082297498027
Deaths,Nebraska,Female,All ages,Cervical cancer,Number,1982,37.87367983285133,40.918222644516554,34.479561573555436
Deaths,Nebraska,Female,All ages,Cervical cancer,Rate,1982,4.633804245331581,5.006300804104068,4.21853750419383
Deaths,North Dakota,Female,All ages,Cervical cancer,Number,1981,13.34337451072141,14.415530898780407,12.186571900792856
Deaths,North Dakota,Female,All ages,Cervical cancer,Rate,1981,4.052601986334149,4.378233490150338,3.701262034732996
Deaths,Alaska,Female,All ages,Cervical cancer,Number,1981,5.333121039407151,5.69436109461054,4.959908922266309
Deaths,Alaska,Female,All ages,Cervical cancer,Rate,1981,2.6738893836686293,2.8550058333848307,2.4867704507763184
Deaths,Ohio,Female,All ages,Cervical cancer,Number,1981,301.7241767180115,321.7392390455394,281.6323316608541
Deaths,Ohio,Female,All ages,Cervical cancer,Rate,1981,5.337797622502223,5.69188377253573,4.982353110417231
Deaths,Montana,Female,All ages,Cervical cancer,Number,1982,17.0444883062983,18.25442817506477,15.829942761476527
Deaths,Montana,Female,All ages,Cervical cancer,Rate,1982,4.228663048776094,4.528843841672242,3.9273396077816436
Deaths,Hawaii,Female,All ages,Cervical cancer,Number,1982,18.682872349170783,20.193234264688023,17.261080928591092
Deaths,Hawaii,Female,All ages,Cervical cancer,Rate,1982,3.7913452562230074,4.097845422608308,3.502818842457051
Deaths,Louisiana,Female,All ages,Cervical cancer,Number,1981,130.07563893102508,138.1443520519731,121.24431563002825
Deaths,Louisiana,Female,All ages,Cervical cancer,Rate,1981,5.895355171773972,6.261049547892823,5.495097383889902
Deaths,Idaho,Female,All ages,Cervical cancer,Number,1982,16.43159622112844,17.802280667034953,14.983691304251366
Deaths,Idaho,Female,All ages,Cervical cancer,Rate,1982,3.3349969414755503,3.613194407705187,3.041126619666926
Deaths,Tennessee,Female,All ages,Cervical cancer,Number,1980,155.57900879433657,165.9736774901773,144.45504525947123
Deaths,Tennessee,Female,All ages,Cervical cancer,Rate,1980,6.484593947232448,6.91784780474763,6.0209427955351185
Deaths,Utah,Female,All ages,Cervical cancer,Number,1982,21.23281188469513,22.826813271616242,19.65164105388771
Deaths,Utah,Female,All ages,Cervical cancer,Rate,1982,2.7104253638198563,2.913903914495911,2.5085846680313892
Deaths,Georgia,Female,All ages,Cervical cancer,Number,1980,169.83662083946388,180.11240674926978,158.82899175802692
Deaths,Georgia,Female,All ages,Cervical cancer,Rate,1980,5.93669017780917,6.295883365818245,5.5519151915563345
Deaths,Vermont,Female,All ages,Cervical cancer,Number,1982,13.127736871299533,14.327161577599478,12.006941446358173
Deaths,Vermont,Female,All ages,Cervical cancer,Rate,1982,4.823430323284263,5.264126351516795,4.411624488671638
Deaths,Maine,Female,All ages,Cervical cancer,Number,1981,32.292426441500105,34.86568274214489,29.518948410288914
Deaths,Maine,Female,All ages,Cervical cancer,Rate,1981,5.4455844394542074,5.879521619582305,4.977883170944937
Deaths,Alaska,Female,All ages,Cervical cancer,Number,1980,5.094151829791292,5.469605412703524,4.754452504435492
Deaths,Alaska,Female,All ages,Cervical cancer,Rate,1980,2.64748142865432,2.842608394102967,2.4709363068645875
Deaths,New Hampshire,Female,All ages,Cervical cancer,Number,1982,24.91211744428305,26.964690629665718,22.805536218640473
Deaths,New Hampshire,Female,All ages,Cervical cancer,Rate,1982,4.987860751101791,5.3988233781459085,4.566084728333328
Deaths,New Jersey,Female,All ages,Cervical cancer,Number,1980,253.98655328390652,274.267595516795,236.6153880039732
Deaths,New Jersey,Female,All ages,Cervical cancer,Rate,1980,6.544933475862642,7.067551978768355,6.097299064964163
Deaths,United States of America,Female,All ages,Cervical cancer,Number,1981,6506.947755622941,6706.534109941385,6202.845663905029
Deaths,United States of America,Female,All ages,Cervical cancer,Rate,1981,5.459765305345553,5.627231634207135,5.204603267474622
Deaths,Nevada,Female,All ages,Cervical cancer,Number,1982,22.526744464997233,24.343258123876662,20.923765985967776
Deaths,Nevada,Female,All ages,Cervical cancer,Rate,1982,5.12652967217091,5.5399232358356025,4.76173143204505
Deaths,Maryland,Female,All ages,Cervical cancer,Number,1981,123.36403799525661,130.9310590856697,115.75635789622157
Deaths,Maryland,Female,All ages,Cervical cancer,Rate,1981,5.543117035523892,5.883126038115468,5.201281101461817
Deaths,California,Female,All ages,Cervical cancer,Number,1981,617.3254014819206,655.9401390703688,575.2686727035768
Deaths,California,Female,All ages,Cervical cancer,Rate,1981,4.958701666194912,5.268876758876762,4.6208785820204135
Deaths,Oklahoma,Female,All ages,Cervical cancer,Number,1981,82.76515673463612,88.21282375454452,76.29241967713078
Deaths,Oklahoma,Female,All ages,Cervical cancer,Rate,1981,5.223799071468162,5.56763359124689,4.81526631245625
Deaths,Indiana,Female,All ages,Cervical cancer,Number,1982,164.8757535272312,175.99520927524043,153.12133802610964
Deaths,Indiana,Female,All ages,Cervical cancer,Rate,1982,5.7513649086942795,6.139245153210142,5.341335347712187
Deaths,Washington,Female,All ages,Cervical cancer,Number,1982,87.33160061449253,93.2497554813833,80.8632472940951
Deaths,Washington,Female,All ages,Cervical cancer,Rate,1982,3.983544692250771,4.253495480305016,3.6884971452486863
Deaths,Massachusetts,Female,All ages,Cervical cancer,Number,1981,152.77573376430038,163.3137112253816,141.538061239573
Deaths,Massachusetts,Female,All ages,Cervical cancer,Rate,1981,5.006763081333685,5.352113453438383,4.638482317559214
Deaths,Nebraska,Female,All ages,Cervical cancer,Number,1980,35.802739255672925,38.68386931228255,32.56109670434334
Deaths,Nebraska,Female,All ages,Cervical cancer,Rate,1980,4.401814156487175,4.756038423499244,4.0032662138055874
Deaths,New Mexico,Female,All ages,Cervical cancer,Number,1980,29.174825398237683,31.891686478203393,26.746702876296702
Deaths,New Mexico,Female,All ages,Cervical cancer,Rate,1980,4.353795108535815,4.759235631968762,3.991443395555533
Deaths,California,Female,All ages,Cervical cancer,Number,1982,600.2516076573264,638.1161775488558,561.6976514763156
Deaths,California,Female,All ages,Cervical cancer,Rate,1982,4.718344278115829,5.015982925662789,4.41528663324693
Deaths,Texas,Female,All ages,Cervical cancer,Number,1980,392.46919276107354,415.64100995598415,368.09809366179917
Deaths,Texas,Female,All ages,Cervical cancer,Rate,1980,5.3407225110461365,5.656044701927094,5.009080486705971
Deaths,Virginia,Female,All ages,Cervical cancer,Number,1982,147.53092513977722,158.2140335497995,137.1385397707249
Deaths,Virginia,Female,All ages,Cervical cancer,Rate,1982,5.173183812865417,5.547787872627471,4.808773980029991
Deaths,Wyoming,Female,All ages,Cervical cancer,Number,1983,7.790471870954498,8.389162411269494,7.16971930147814
Deaths,Wyoming,Female,All ages,Cervical cancer,Rate,1983,3.2298082902256873,3.4780160627995653,2.972453944008403
Deaths,New Jersey,Female,All ages,Cervical cancer,Number,1982,245.7995577065015,265.9860858322911,227.95481019844556
Deaths,New Jersey,Female,All ages,Cervical cancer,Rate,1982,6.307511567890153,6.825522099955441,5.84959393620938
Deaths,Hawaii,Female,All ages,Cervical cancer,Number,1980,17.737642089917287,19.21277457895873,16.434635938143465
Deaths,Hawaii,Female,All ages,Cervical cancer,Rate,1980,3.744555785299171,4.055967858444054,3.4694809360508367
Deaths,Oregon,Female,All ages,Cervical cancer,Number,1981,57.27242455506105,61.0970823771054,52.97506453880327
Deaths,Oregon,Female,All ages,Cervical cancer,Rate,1981,4.173400848068481,4.4521009436571735,3.8602552797494085
Deaths,Illinois,Female,All ages,Cervical cancer,Number,1980,346.68084602638254,367.1510271633333,324.25774412683296
Deaths,Illinois,Female,All ages,Cervical cancer,Rate,1980,5.8220756873114246,6.1658470415074165,5.4455074462337505
Deaths,Kansas,Female,All ages,Cervical cancer,Number,1982,61.554533197886975,66.34670970260673,56.45104821311015
Deaths,Kansas,Female,All ages,Cervical cancer,Rate,1982,4.977989536947283,5.3655386460114105,4.565264534638942
Deaths,Delaware,Female,All ages,Cervical cancer,Number,1981,20.334451294123667,21.845269962614484,18.610658621609204
Deaths,Delaware,Female,All ages,Cervical cancer,Rate,1981,6.476237609246897,6.957412170591475,5.927233813924009
Deaths,Idaho,Female,All ages,Cervical cancer,Number,1980,16.841815551595097,18.344163151837456,15.30237959591139
Deaths,Idaho,Female,All ages,Cervical cancer,Rate,1980,3.5145004806682874,3.8280059544105534,3.1932555181145936
Deaths,Illinois,Female,All ages,Cervical cancer,Number,1982,340.0168764367903,362.8421365451701,317.88851043796546
Deaths,Illinois,Female,All ages,Cervical cancer,Rate,1982,5.710430837630555,6.093770837002796,5.338794862056985
Deaths,Wisconsin,Female,All ages,Cervical cancer,Number,1982,97.65319868209565,104.74891177973053,90.0632381181858
Deaths,Wisconsin,Female,All ages,Cervical cancer,Rate,1982,3.977323786410915,4.266325568898814,3.6681917651748877
Deaths,New Hampshire,Female,All ages,Cervical cancer,Number,1980,27.227225584815923,29.45703707987456,25.194919583309744
Deaths,New Hampshire,Female,All ages,Cervical cancer,Rate,1980,5.681567815604123,6.14686771131786,5.257481845711694
Deaths,Minnesota,Female,All ages,Cervical cancer,Number,1981,70.88854223960821,76.37876565805574,65.04753735716214
Deaths,Minnesota,Female,All ages,Cervical cancer,Rate,1981,3.3390108566364627,3.5976128114854267,3.063886300537793
Deaths,Indiana,Female,All ages,Cervical cancer,Number,1980,172.0722419547103,183.87440620202338,159.97620776285487
Deaths,Indiana,Female,All ages,Cervical cancer,Rate,1980,6.0272222130711075,6.440619898285447,5.6035310636850975
Deaths,New Mexico,Female,All ages,Cervical cancer,Number,1982,29.2543945501173,31.868025674982235,26.60737866870321
Deaths,New Mexico,Female,All ages,Cervical cancer,Rate,1982,4.192491067380515,4.567054455648616,3.813143259685123
Deaths,Louisiana,Female,All ages,Cervical cancer,Number,1983,129.66143898295442,137.98999371332025,121.00914997649426
Deaths,Louisiana,Female,All ages,Cervical cancer,Rate,1983,5.8295222384824585,6.203970458368935,5.440519065506973
Deaths,Michigan,Female,All ages,Cervical cancer,Number,1981,237.88955782445257,254.07760887873417,221.011835234835
Deaths,Michigan,Female,All ages,Cervical cancer,Rate,1981,4.955722119030178,5.292952064755215,4.604124916020767
Deaths,Oklahoma,Female,All ages,Cervical cancer,Number,1985,84.29877248050248,89.69826655252848,78.29218526231922
Deaths,Oklahoma,Female,All ages,Cervical cancer,Rate,1985,5.195027146954379,5.527778353865275,4.82486299460888
Deaths,Virginia,Female,All ages,Cervical cancer,Number,1980,155.2578898328599,167.24802172890398,143.7325572959474
Deaths,Virginia,Female,All ages,Cervical cancer,Rate,1980,5.605823639257164,6.038745694896422,5.189683875569293
Deaths,Alabama,Female,All ages,Cervical cancer,Number,1982,144.81988917408907,154.7185005063702,134.83398635824685
Deaths,Alabama,Female,All ages,Cervical cancer,Rate,1982,6.9921136222667695,7.470032888278417,6.509979797227401
Deaths,Pennsylvania,Female,All ages,Cervical cancer,Number,1981,376.94982345522067,401.9018613432288,348.11138509588966
Deaths,Pennsylvania,Female,All ages,Cervical cancer,Rate,1981,6.026324194581666,6.425234235844729,5.5652819868263155
Deaths,Utah,Female,All ages,Cervical cancer,Number,1980,19.46495409430371,20.8396501945843,18.001294804945122
Deaths,Utah,Female,All ages,Cervical cancer,Rate,1980,2.6004020259301646,2.784053243749068,2.4048658554938096
Deaths,Washington,Female,All ages,Cervical cancer,Number,1980,86.64861293126117,92.42338752430521,80.23126455710769
Deaths,Washington,Female,All ages,Cervical cancer,Rate,1980,4.101223175903728,4.374552876119477,3.7974793883279774
Deaths,South Carolina,Female,All ages,Cervical cancer,Number,1981,97.87103172985648,104.58583021857548,91.4045286311456
Deaths,South Carolina,Female,All ages,Cervical cancer,Rate,1981,5.9355872671279535,6.342819843575924,5.543413068316041
Deaths,Kentucky,Female,All ages,Cervical cancer,Number,1982,125.4698840165868,132.90973412493491,117.49779221941095
Deaths,Kentucky,Female,All ages,Cervical cancer,Rate,1982,6.565307419087331,6.954603252873059,6.148161632814631
Deaths,Colorado,Female,All ages,Cervical cancer,Number,1981,56.13422236685061,59.99270641518684,51.61739845300889
Deaths,Colorado,Female,All ages,Cervical cancer,Rate,1981,3.733459865731451,3.99008576575523,3.433048101002653
Deaths,Nebraska,Female,All ages,Cervical cancer,Number,1984,34.45359043369019,37.06805742981573,31.641406339791345
Deaths,Nebraska,Female,All ages,Cervical cancer,Rate,1984,4.204398510716562,4.523443957256706,3.8612254925370855
Deaths,California,Female,All ages,Cervical cancer,Number,1985,590.9775319324377,628.472840225318,553.8384360128684
Deaths,California,Female,All ages,Cervical cancer,Rate,1985,4.337697658390465,4.612908308871243,4.06510156006117
Deaths,Iowa,Female,All ages,Cervical cancer,Number,1982,67.31614187466612,72.27844037972716,61.19552897946693
Deaths,Iowa,Female,All ages,Cervical cancer,Rate,1982,4.466183139677036,4.795413741731023,4.060102556985231
Deaths,Nevada,Female,All ages,Cervical cancer,Number,1980,20.95389571538473,22.49706458831785,19.362387882301924
Deaths,Nevada,Female,All ages,Cervical cancer,Rate,1980,5.18364887352964,5.5654034502679695,4.789936033768005
Deaths,West Virginia,Female,All ages,Cervical cancer,Number,1982,67.99316997415012,72.7589571859502,62.541164895738376
Deaths,West Virginia,Female,All ages,Cervical cancer,Rate,1982,6.712186887404145,7.182658472173094,6.173972872506932
Deaths,Vermont,Female,All ages,Cervical cancer,Number,1980,13.154817346378044,14.205788725389915,11.968022646374703
Deaths,Vermont,Female,All ages,Cervical cancer,Rate,1980,4.948770035638132,5.344139696183008,4.502304387717322
Deaths,Rhode Island,Female,All ages,Cervical cancer,Number,1981,24.7606735853976,26.84210476604715,22.67556095942896
Deaths,Rhode Island,Female,All ages,Cervical cancer,Rate,1981,4.912526570721048,5.325483267751227,4.498839473611635
Deaths,Mississippi,Female,All ages,Cervical cancer,Number,1981,92.77347032365613,99.25566906757345,85.73228321264368
Deaths,Mississippi,Female,All ages,Cervical cancer,Rate,1981,6.9767619277693065,7.464237035114345,6.447249708478251
Deaths,Oklahoma,Female,All ages,Cervical cancer,Number,1983,79.70149449993009,84.34911788396944,73.78360529483126
Deaths,Oklahoma,Female,All ages,Cervical cancer,Rate,1983,4.955452909337658,5.244419621498407,4.587507220708553
Deaths,New York,Female,All ages,Cervical cancer,Number,1982,544.0495722999916,579.3841366088145,500.8971687086102
Deaths,New York,Female,All ages,Cervical cancer,Rate,1982,5.854752262369142,6.235002759492669,5.390370622502709
Deaths,Arizona,Female,All ages,Cervical cancer,Number,1980,66.25994081453874,71.77486558721614,60.937325333417725
Deaths,Arizona,Female,All ages,Cervical cancer,Rate,1980,4.727448391050075,5.120921761579187,4.347695712688452
Deaths,Connecticut,Female,All ages,Cervical cancer,Number,1981,78.81170666538412,85.65165961398843,71.15907305193952
Deaths,Connecticut,Female,All ages,Cervical cancer,Rate,1981,4.815364444155432,5.2332828933554705,4.3477915242745455
Deaths,Illinois,Female,All ages,Cervical cancer,Number,1984,334.26386148550023,357.04196446076475,313.39790154849146
Deaths,Illinois,Female,All ages,Cervical cancer,Rate,1984,5.617522189491502,6.000323065211119,5.266856124574184
Deaths,North Carolina,Female,All ages,Cervical cancer,Number,1982,183.47635674908494,195.66256018527454,171.7224883056121
Deaths,North Carolina,Female,All ages,Cervical cancer,Rate,1982,5.840319003746128,6.22822356416438,5.466176294275266
Deaths,Oregon,Female,All ages,Cervical cancer,Number,1985,58.6027089187033,63.15488303280104,53.922671294022166
Deaths,Oregon,Female,All ages,Cervical cancer,Rate,1985,4.121091503188454,4.441211961931535,3.791979357256234
Deaths,District of Columbia,Female,All ages,Cervical cancer,Number,1981,33.46757423215836,35.83888314738204,30.914016279314357
Deaths,District of Columbia,Female,All ages,Cervical cancer,Rate,1981,9.786016234176763,10.479393871278685,9.039348447378194
Deaths,Arizona,Female,All ages,Cervical cancer,Number,1982,66.73290924701321,71.97702250926532,61.35748564455083
Deaths,Arizona,Female,All ages,Cervical cancer,Rate,1982,4.451347653721598,4.801150644916994,4.092785746102507
Deaths,Missouri,Female,All ages,Cervical cancer,Number,1981,161.48968467593573,172.371031413053,149.31446560894227
Deaths,Missouri,Female,All ages,Cervical cancer,Rate,1981,6.227791012181339,6.647426195356274,5.758258112733806
Deaths,Michigan,Female,All ages,Cervical cancer,Number,1985,219.30155668104766,232.71625248833743,204.73052037748903
Deaths,Michigan,Female,All ages,Cervical cancer,Rate,1985,4.556215757608398,4.834919882402143,4.2534874677790935
Deaths,California,Female,All ages,Cervical cancer,Number,1983,589.6611597801806,627.0227583356088,550.1394768331538
Deaths,California,Female,All ages,Cervical cancer,Rate,1983,4.531868483228919,4.819012800211779,4.228122736402791
Deaths,Kansas,Female,All ages,Cervical cancer,Number,1980,63.477821379178785,68.87666133062166,57.75864424418982
Deaths,Kansas,Female,All ages,Cervical cancer,Rate,1980,5.193312701108279,5.635008138694236,4.725409508942831
Deaths,North Dakota,Female,All ages,Cervical cancer,Number,1982,13.149261311196906,14.290690464864133,11.919503623687795
Deaths,North Dakota,Female,All ages,Cervical cancer,Rate,1982,3.986669470758576,4.332734595807395,3.6138243874345033
Deaths,Arkansas,Female,All ages,Cervical cancer,Number,1980,75.3048611497098,80.64320615913233,69.90002183328468
Deaths,Arkansas,Female,All ages,Cervical cancer,Rate,1980,6.311288873178943,6.758694750366313,5.858310118311334
Deaths,Oregon,Female,All ages,Cervical cancer,Number,1983,55.693345610406794,59.865442470095246,50.8532238207005
Deaths,Oregon,Female,All ages,Cervical cancer,Rate,1983,3.974372458234931,4.272100430410049,3.628973083773275
Deaths,Virginia,Female,All ages,Cervical cancer,Number,1984,144.5982865548962,154.55257096428457,134.83572641061755
Deaths,Virginia,Female,All ages,Cervical cancer,Rate,1984,4.921013903730467,5.259781209674241,4.588771417663656
Deaths,Maine,Female,All ages,Cervical cancer,Number,1982,31.346104863983633,33.72383860049401,28.784453878906973
Deaths,Maine,Female,All ages,Cervical cancer,Rate,1982,5.2231675011195575,5.619366698204685,4.796322372114812
Deaths,Wyoming,Female,All ages,Cervical cancer,Number,1982,7.766901065740009,8.361059295966884,7.180129976628
Deaths,Wyoming,Female,All ages,Cervical cancer,Rate,1982,3.2340883557759317,3.4814920754320555,2.989760594840009
Deaths,Arkansas,Female,All ages,Cervical cancer,Number,1982,69.39949773137431,74.44981481453242,63.740200801892776
Deaths,Arkansas,Female,All ages,Cervical cancer,Rate,1982,5.734728762730127,6.152054529982762,5.2670808122514226
Deaths,South Dakota,Female,All ages,Cervical cancer,Number,1981,13.808348865744817,14.870567217785629,12.546023700606431
Deaths,South Dakota,Female,All ages,Cervical cancer,Rate,1981,3.8951047991554133,4.1947388713397515,3.5390239341200003
